SDS 2.4	AQ Results	1.0
Filename	CKCO3-170830
PlateID	
Assay Type	Absolute Quantification
Run DateTime	8/30/17 6:17:35 PM
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
195	I3	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
196	I4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
197	I5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
198	I6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
199	I7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
200	I8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
201	I9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
202	I10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
203	I11	jimmy161209	FAM	Unknown	36.020775			1.4995955E-4						Automatic Ct		Automatic			Automatic	0.051114295													
204	I12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
205	I13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
206	I14	jimmy161209	FAM	Unknown	36.160484			1.3789379E-4						Automatic Ct		Automatic			Automatic	0.051114295													
207	I15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
208	I16	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
209	I17	jimmy161209	FAM	Unknown	37.03969			8.133739E-5						Automatic Ct		Automatic			Automatic	0.051114295						true							
210	I18	jimmy161209	FAM	Unknown	35.13471			2.5528067E-4						Automatic Ct		Automatic			Automatic	0.051114295													
211	I19	jimmy161209	FAM	Unknown	33.075012			8.792011E-4						Automatic Ct		Automatic			Automatic	0.051114295													
212	I20	jimmy161209	FAM	Unknown	32.496975			0.0012439785						Automatic Ct		Automatic			Automatic	0.051114295													
213	I21	jimmy161209	FAM	Unknown	32.938484			9.543077E-4						Automatic Ct		Automatic			Automatic	0.051114295													
214	I22	jimmy161209	FAM	Unknown	34.535576			3.6579953E-4						Automatic Ct		Automatic			Automatic	0.051114295													
215	I23	jimmy161209	FAM	Unknown	34.320957			4.1610745E-4						Automatic Ct		Automatic			Automatic	0.051114295													
216	I24	jimmy161209	FAM	Unknown	34.469738			3.805489E-4						Automatic Ct		Automatic			Automatic	0.051114295													
217	J1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
218	J2	jimmy161209	FAM	Unknown	36.292347			1.2739758E-4						Automatic Ct		Automatic			Automatic	0.051114295													
219	J3	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
220	J4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
221	J5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
222	J6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
223	J7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
224	J8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
225	J9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
226	J10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
227	J11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
228	J12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
229	J13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
230	J14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
231	J15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
232	J16	jimmy161209	FAM	Unknown	35.794888			1.717413E-4						Automatic Ct		Automatic			Automatic	0.051114295													
233	J17	jimmy161209	FAM	Unknown	35.755196			1.7588325E-4						Automatic Ct		Automatic			Automatic	0.051114295													
234	J18	jimmy161209	FAM	Unknown	35.868763			1.6429022E-4						Automatic Ct		Automatic			Automatic	0.051114295													
235	J19	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
236	J20	jimmy161209	FAM	Unknown	34.559658			3.605485E-4						Automatic Ct		Automatic			Automatic	0.051114295													
237	J21	jimmy161209	FAM	Unknown	34.612118			3.4936922E-4						Automatic Ct		Automatic			Automatic	0.051114295													
238	J22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
239	J23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
240	J24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
241	K1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
242	K2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
243	K3	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
244	K4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
245	K5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
246	K6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
247	K7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
248	K8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
249	K9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
250	K10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
251	K11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
252	K12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
253	K13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
254	K14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
255	K15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
256	K16	jimmy161209	FAM	Unknown	36.849815			9.115914E-5						Automatic Ct		Automatic			Automatic	0.051114295						true							
257	K17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
258	K18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
259	K19	jimmy161209	FAM	Unknown	35.826797			1.6848225E-4						Automatic Ct		Automatic			Automatic	0.051114295													
260	K20	jimmy161209	FAM	Unknown	34.051525			4.891708E-4						Automatic Ct		Automatic			Automatic	0.051114295													
261	K21	jimmy161209	FAM	Unknown	35.358994			2.2311823E-4						Automatic Ct		Automatic			Automatic	0.051114295													
262	K22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
263	K23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
264	K24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
265	L1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
266	L2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
267	L3	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
268	L4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
269	L5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
270	L6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
271	L7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
272	L8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
273	L9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
274	L10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
275	L11	jimmy161209	FAM	Unknown	36.92418			8.717855E-5						Automatic Ct		Automatic			Automatic	0.051114295						true							
276	L12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
277	L13	jimmy161209	FAM	Unknown	35.049862			2.6862227E-4						Automatic Ct		Automatic			Automatic	0.051114295													
278	L14	jimmy161209	FAM	Unknown	35.129807			2.560331E-4						Automatic Ct		Automatic			Automatic	0.051114295													
279	L15	jimmy161209	FAM	Unknown	35.082546			2.6340227E-4						Automatic Ct		Automatic			Automatic	0.051114295													
280	L16	jimmy161209	FAM	Unknown	36.355644			1.2264679E-4						Automatic Ct		Automatic			Automatic	0.051114295													
281	L17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
282	L18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
283	L19	jimmy161209	FAM	Unknown	34.235893			4.379112E-4						Automatic Ct		Automatic			Automatic	0.051114295													
284	L20	jimmy161209	FAM	Unknown	33.55148			6.6046306E-4						Automatic Ct		Automatic			Automatic	0.051114295													
285	L21	jimmy161209	FAM	Unknown	34.546448			3.6341962E-4						Automatic Ct		Automatic			Automatic	0.051114295													
286	L22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
287	L23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
288	L24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
289	M1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
290	M2	jimmy161209	FAM	Unknown	34.560276			3.604147E-4						Automatic Ct		Automatic			Automatic	0.051114295													
291	M3	jimmy161209	FAM	Unknown	36.016563			1.5033921E-4						Automatic Ct		Automatic			Automatic	0.051114295													
292	M4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
293	M5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
294	M6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
295	M7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
296	M8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
297	M9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
298	M10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
299	M11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
300	M12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
301	M13	jimmy161209	FAM	Unknown	35.245506			2.3885102E-4						Automatic Ct		Automatic			Automatic	0.051114295													
302	M14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
303	M15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
304	M16	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
305	M17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
306	M18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
307	M19	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
308	M20	jimmy161209	FAM	Unknown	32.57518			0.0011869179						Automatic Ct		Automatic			Automatic	0.051114295													
309	M21	jimmy161209	FAM	Unknown	34.24209			4.3628545E-4						Automatic Ct		Automatic			Automatic	0.051114295													
310	M22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
311	M23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
312	M24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
313	N1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
314	N2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
315	N3	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
316	N4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
317	N5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
318	N6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
319	N7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
320	N8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
321	N9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
322	N10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
323	N11	jimmy161209	FAM	Unknown	36.09092			1.4377516E-4						Automatic Ct		Automatic			Automatic	0.051114295													
324	N12	jimmy161209	FAM	Unknown	35.79651			1.7157421E-4						Automatic Ct		Automatic			Automatic	0.051114295													
325	N13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
326	N14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
327	N15	jimmy161209	FAM	Unknown	36.365543			1.21920035E-4						Automatic Ct		Automatic			Automatic	0.051114295													
328	N16	jimmy161209	FAM	Unknown	34.838623			3.0494598E-4						Automatic Ct		Automatic			Automatic	0.051114295													
329	N17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
330	N18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
331	N19	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
332	N20	jimmy161209	FAM	Unknown	35.524666			2.0199273E-4						Automatic Ct		Automatic			Automatic	0.051114295													
333	N21	jimmy161209	FAM	Unknown	35.93738			1.5765912E-4						Automatic Ct		Automatic			Automatic	0.051114295													
334	N22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
335	N23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
336	N24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
337	O1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
338	O2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
339	O3	jimmy161209	FAM	Unknown	36.091427			1.4373136E-4						Automatic Ct		Automatic			Automatic	0.051114295													
340	O4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
341	O5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
342	O6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
343	O7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
344	O8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
345	O9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
346	O10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
347	O11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
348	O12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
349	O13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
350	O14	jimmy161209	FAM	Unknown	36.852383			9.101873E-5						Automatic Ct		Automatic			Automatic	0.051114295						true							
351	O15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
352	O16	jimmy161209	FAM	Unknown	34.1265			4.6763895E-4						Automatic Ct		Automatic			Automatic	0.051114295													
353	O17	jimmy161209	FAM	Unknown	33.944553			5.216192E-4						Automatic Ct		Automatic			Automatic	0.051114295													
354	O18	jimmy161209	FAM	Unknown	32.932922			9.574993E-4						Automatic Ct		Automatic			Automatic	0.051114295													
355	O19	jimmy161209	FAM	Unknown	34.626484			3.4636867E-4						Automatic Ct		Automatic			Automatic	0.051114295													
356	O20	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
357	O21	jimmy161209	FAM	Unknown	36.831448			9.2170005E-5						Automatic Ct		Automatic			Automatic	0.051114295						true							
358	O22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
359	O23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
360	O24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
361	P1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
362	P2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
363	P3	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
364	P4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
365	P5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
366	P6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
367	P7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
368	P8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
369	P9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
370	P10	jimmy161209	FAM	Unknown	34.24494			4.355386E-4						Automatic Ct		Automatic			Automatic	0.051114295													
371	P11	jimmy161209	FAM	Unknown	34.628613			3.459263E-4						Automatic Ct		Automatic			Automatic	0.051114295													
372	P12	jimmy161209	FAM	Unknown	33.67264			6.1412243E-4						Automatic Ct		Automatic			Automatic	0.051114295													
373	P13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
374	P14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
375	P15	jimmy161209	FAM	Unknown	35.864494			1.6471178E-4						Automatic Ct		Automatic			Automatic	0.051114295													
376	P16	jimmy161209	FAM	Unknown	36.544502			1.0949923E-4						Automatic Ct		Automatic			Automatic	0.051114295													
377	P17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
378	P18	jimmy161209	FAM	Unknown	35.699585			1.8185494E-4						Automatic Ct		Automatic			Automatic	0.051114295													
379	P19	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
380	P20	jimmy161209	FAM	Unknown	35.088078			2.6252886E-4						Automatic Ct		Automatic			Automatic	0.051114295													
381	P21	jimmy161209	FAM	Unknown	34.369717			4.041023E-4						Automatic Ct		Automatic			Automatic	0.051114295													
382	P22	jimmy161209	FAM	Unknown	36.772232			9.550587E-5						Automatic Ct		Automatic			Automatic	0.051114295						true							
383	P23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
384	P24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.051114295						true			true				
Slope	-3.8350587	cycles/log decade
Y-Intercept		21.355412
R^2		0.9943162



NAP	LPL
True	
