SDS 2.4	AQ Results	1.0
Filename	CKCO3-180102
PlateID	
Assay Type	Absolute Quantification
Run DateTime	1/2/18 6:57:30 PM
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
227	J11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
228	J12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
229	J13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
230	J14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
231	J15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
232	J16	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
233	J17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
234	J18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
235	J19	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
236	J20	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
237	J21	jimmy161209	FAM	Unknown	36.26957			4.424163E-4						Automatic Ct		Automatic			Automatic	0.04697042													
238	J22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
239	J23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
240	J24	jimmy161209	FAM	Unknown	35.689014			6.5025245E-4						Automatic Ct		Automatic			Automatic	0.04697042													
241	K1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
242	K2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
243	K3	jimmy161209	FAM	Unknown	35.72676			6.3417293E-4						Automatic Ct		Automatic			Automatic	0.04697042													
244	K4	jimmy161209	FAM	Unknown	35.686405			6.513786E-4						Automatic Ct		Automatic			Automatic	0.04697042													
245	K5	jimmy161209	FAM	Unknown	32.646137			0.0048943753						Automatic Ct		Automatic			Automatic	0.04697042													
246	K6	jimmy161209	FAM	Unknown	33.16434			0.0034706362						Automatic Ct		Automatic			Automatic	0.04697042													
247	K7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
248	K8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
249	K9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
250	K10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
251	K11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
252	K12	jimmy161209	FAM	Unknown	35.655632			6.64812E-4						Automatic Ct		Automatic			Automatic	0.04697042													
253	K13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
254	K14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
255	K15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
256	K16	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
257	K17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
258	K18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
259	K19	jimmy161209	FAM	Unknown	35.78144			6.115823E-4						Automatic Ct		Automatic			Automatic	0.04697042													
260	K20	jimmy161209	FAM	Unknown	34.803352			0.0011701193						Automatic Ct		Automatic			Automatic	0.04697042													
261	K21	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
262	K22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
263	K23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
264	K24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
265	L1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
266	L2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
267	L3	jimmy161209	FAM	Unknown	35.770805			6.1591226E-4						Automatic Ct		Automatic			Automatic	0.04697042													
268	L4	jimmy161209	FAM	Unknown	32.703526			0.0047115562						Automatic Ct		Automatic			Automatic	0.04697042													
269	L5	jimmy161209	FAM	Unknown	33.61977			0.002565699						Automatic Ct		Automatic			Automatic	0.04697042													
270	L6	jimmy161209	FAM	Unknown	33.099644			0.0036228278						Automatic Ct		Automatic			Automatic	0.04697042													
271	L7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
272	L8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
273	L9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
274	L10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
275	L11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
276	L12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
277	L13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
278	L14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
279	L15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
280	L16	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
281	L17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
282	L18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
283	L19	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
284	L20	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
285	L21	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
286	L22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
287	L23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
288	L24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
289	M1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
290	M2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
291	M3	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
292	M4	jimmy161209	FAM	Unknown	31.563803			0.010034704						Automatic Ct		Automatic			Automatic	0.04697042													
293	M5	jimmy161209	FAM	Unknown	31.264648			0.012237343						Automatic Ct		Automatic			Automatic	0.04697042													
294	M6	jimmy161209	FAM	Unknown	31.584265			0.009899415						Automatic Ct		Automatic			Automatic	0.04697042													
295	M7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
296	M8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
297	M9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
298	M10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
299	M11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
300	M12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
301	M13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
302	M14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
303	M15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
304	M16	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
305	M17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
306	M18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
307	M19	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
308	M20	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
309	M21	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
310	M22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
311	M23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
312	M24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
313	N1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
314	N2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
315	N3	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
316	N4	jimmy161209	FAM	Unknown	35.556553			7.0997415E-4						Automatic Ct		Automatic			Automatic	0.04697042													
317	N5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
318	N6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
319	N7	jimmy161209	FAM	Unknown	35.903065			5.641787E-4						Automatic Ct		Automatic			Automatic	0.04697042													
320	N8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
321	N9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
322	N10	jimmy161209	FAM	Unknown	35.534595			7.203906E-4						Automatic Ct		Automatic			Automatic	0.04697042													
323	N11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
324	N12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
325	N13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
326	N14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
327	N15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
328	N16	jimmy161209	FAM	Unknown	35.53888			7.183465E-4						Automatic Ct		Automatic			Automatic	0.04697042													
329	N17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
330	N18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
331	N19	jimmy161209	FAM	Unknown	33.18445			0.0034246522						Automatic Ct		Automatic			Automatic	0.04697042													
332	N20	jimmy161209	FAM	Unknown	33.789745			0.0022921225						Automatic Ct		Automatic			Automatic	0.04697042													
333	N21	jimmy161209	FAM	Unknown	33.82614			0.0022374466						Automatic Ct		Automatic			Automatic	0.04697042													
334	N22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
335	N23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
336	N24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
337	O1	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
338	O2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
339	O3	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
340	O4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
341	O5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
342	O6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
343	O7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
344	O8	jimmy161209	FAM	Unknown	34.8654			0.0011229371						Automatic Ct		Automatic			Automatic	0.04697042													
345	O9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
346	O10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
347	O11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
348	O12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
349	O13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
350	O14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
351	O15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
352	O16	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
353	O17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
354	O18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
355	O19	jimmy161209	FAM	Unknown	35.665527			6.604627E-4						Automatic Ct		Automatic			Automatic	0.04697042													
356	O20	jimmy161209	FAM	Unknown	35.6837			6.525486E-4						Automatic Ct		Automatic			Automatic	0.04697042													
357	O21	jimmy161209	FAM	Unknown	34.14968			0.001805281						Automatic Ct		Automatic			Automatic	0.04697042													
358	O22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
359	O23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
360	O24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
361	P1	jimmy161209	FAM	Unknown	35.77733			6.132529E-4						Automatic Ct		Automatic			Automatic	0.04697042													
362	P2	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
363	P3	jimmy161209	FAM	Unknown	35.12125			9.4764977E-4						Automatic Ct		Automatic			Automatic	0.04697042													
364	P4	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
365	P5	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
366	P6	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
367	P7	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
368	P8	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
369	P9	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
370	P10	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
371	P11	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
372	P12	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
373	P13	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
374	P14	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
375	P15	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
376	P16	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
377	P17	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
378	P18	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042						true			true				
379	P19	jimmy161209	FAM	Unknown	33.06159			0.0037154455						Automatic Ct		Automatic			Automatic	0.04697042													
380	P20	jimmy161209	FAM	Unknown	32.49275			0.0054185954						Automatic Ct		Automatic			Automatic	0.04697042													
381	P21	jimmy161209	FAM	Unknown	31.93102			0.007865269						Automatic Ct		Automatic			Automatic	0.04697042													
382	P22	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042				true		true		true	true				
383	P23	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042				true		true		true	true				
384	P24	jimmy161209	FAM	Unknown	Undetermined			0.0						Automatic Ct		Automatic			Automatic	0.04697042				true		true		true	true				
Slope	-3.4711657	cycles/log decade
Y-Intercept		24.626694
R^2		0.9786369



NAP	LPL
True	
