SDS 2.3	Background Spectra	1.0
Well Nb	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
175	833.2857	851.0	869.0714	871.8571	884.7857	897.3571	919.9286	922.5714	935.2857	938.4286	944.1429	944.0714	943.4286	941.0714	940.7143	935.2857	928.7857	925.7857	924.3571	923.2143	920.3571	914.0	911.7143	909.2143	907.0714	902.4286	903.7143	902.5	896.7857	895.1429	890.0	886.6429
176	829.8571	853.8571	868.2143	877.6429	883.0714	900.3571	909.4286	916.9286	929.7857	931.0714	943.1429	945.2143	941.6429	940.0	938.0714	930.2857	922.4286	920.0714	921.2143	916.3571	911.7143	911.8571	906.4286	900.7143	907.5	900.9286	905.6429	894.7143	896.2143	888.3571	890.1429	884.2857
177	831.8571	854.7857	868.9286	874.5714	884.8571	902.5	912.7857	922.2857	932.4286	939.6429	943.9286	948.7143	941.2143	943.5714	944.7857	931.0714	924.5714	923.5714	918.9286	918.7857	919.5714	912.2143	907.4286	902.9286	903.9286	900.0	903.7143	895.9286	891.2857	893.0	888.2857	886.0
178	835.5	844.7857	873.0	879.1429	882.1429	898.5714	911.1429	917.8571	928.7857	932.8571	938.4286	936.6429	939.5714	938.2143	934.0	935.0	926.7857	919.3571	918.8571	916.2143	911.0714	914.0714	901.0	903.0714	908.1429	904.2857	900.2857	901.3571	893.7857	893.0	892.4286	880.2857
179	834.0714	855.7143	865.9286	876.6429	886.9286	897.3571	917.7143	924.2143	930.5	935.2143	945.9286	946.5	940.2857	942.7857	939.7857	932.9286	924.3571	926.7143	920.2857	916.2143	915.2143	913.6429	908.8571	904.3571	902.3571	908.6429	906.6429	897.3571	896.5	894.8571	890.1429	885.7143
180	831.7857	850.4286	866.2143	876.4286	886.5	900.2857	911.8571	916.8571	928.1429	934.1429	946.0714	942.0714	942.7143	936.2143	936.2143	930.4286	923.0714	922.6429	916.2857	917.2857	915.9286	913.6429	906.4286	903.7143	903.7143	903.1429	899.7857	898.1429	891.7857	891.7857	883.8571	881.7857
181	835.6429	851.3571	868.5714	878.6429	897.2143	901.6429	917.3571	922.1429	933.3571	937.7857	949.7857	943.9286	947.9286	941.5714	937.1429	938.8571	929.4286	924.0714	925.5	923.3571	918.6429	914.9286	908.5714	914.7143	904.8571	899.0	903.2143	894.6429	896.6429	897.9286	896.4286	886.2143
182	833.5714	851.4286	870.6429	880.6429	889.5714	893.2857	913.3571	922.5714	927.8571	936.2143	948.0714	939.8571	946.5	942.7857	937.5	937.1429	925.1429	924.4286	916.2857	921.7143	914.1429	913.1429	908.5714	905.5714	906.5714	906.8571	903.1429	899.5	895.7143	891.7857	892.1429	885.0714
183	836.8571	853.0714	879.1429	884.2143	893.7143	902.8571	918.7143	923.0714	938.9286	942.5714	947.7857	947.5	951.4286	948.5	940.3571	937.9286	933.4286	927.9286	922.1429	923.5714	920.0	916.2143	916.2143	908.5	908.7143	906.8571	902.9286	902.7143	898.2857	899.8571	891.0714	884.2857
184	837.8571	854.9286	878.5	879.7143	889.5	908.5714	926.3571	930.8571	939.6429	952.0	957.5714	959.2857	955.5	954.7857	953.7143	947.0714	940.7857	935.5	931.0714	931.2143	932.8571	926.2143	917.5714	914.2143	914.5	911.4286	907.6429	909.4286	904.4286	903.2857	900.8571	892.5
185	832.2143	851.5	871.7857	879.4286	899.0714	908.8571	919.5	931.3571	941.3571	944.3571	952.8571	960.4286	957.9286	954.5714	945.8571	942.0714	937.2143	929.4286	928.2143	928.0	925.7143	920.7143	916.8571	914.6429	911.7857	907.7143	910.0	910.2143	904.2143	899.5	894.0	885.9286
186	840.0	856.7143	878.9286	884.7857	895.2143	901.5714	916.0714	931.7857	931.5	950.0714	953.4286	952.5714	950.7143	948.7143	949.2857	937.7143	930.4286	926.3571	924.5	928.2143	925.4286	919.6429	917.8571	912.5	912.3571	909.5	906.8571	900.1429	901.1429	896.1429	892.8571	890.7857
187	833.5	858.0714	873.9286	883.5714	895.7857	904.7857	916.2143	920.1429	936.0	939.1429	946.0	950.5714	949.0	948.0714	943.2143	939.4286	935.2143	924.1429	927.3571	927.0	921.6429	913.1429	913.2857	907.6429	906.9286	905.5	904.4286	906.0	899.7143	895.5	884.8571	888.2143
188	840.2143	863.3571	878.0	888.6429	899.4286	906.4286	922.1429	929.8571	937.4286	951.3571	949.6429	955.8571	951.1429	950.2857	944.9286	943.4286	933.5714	924.2143	925.2143	923.4286	920.0	921.2143	915.7857	917.1429	914.4286	913.7143	906.9286	905.7143	901.4286	900.5	895.0714	890.2143
189	836.8571	858.6429	881.9286	892.2857	901.9286	908.1429	915.7143	930.2143	942.5	947.1429	961.2857	961.6429	959.5714	955.4286	952.5714	945.7143	947.3571	940.1429	929.5714	930.8571	931.9286	921.1429	918.9286	920.2143	915.9286	910.8571	908.2857	912.2857	906.5	902.8571	898.0	893.2857
190	839.9286	855.1429	879.1429	888.3571	896.7143	913.1429	921.0	932.7857	939.2143	943.2143	954.0	950.2143	959.0	949.9286	944.1429	940.3571	936.0714	934.6429	932.1429	920.5	920.2143	915.2143	920.1429	910.0714	913.4286	900.3571	908.5	902.3571	906.2857	899.7857	889.7143	888.5714
191	838.6429	863.9286	882.2857	890.4286	898.8571	910.8571	924.5714	926.7857	939.7857	953.9286	951.7857	956.9286	946.9286	953.3571	948.6429	946.1429	938.5714	930.4286	927.3571	926.0714	924.5	918.0714	912.2857	913.7143	913.3571	912.4286	909.8571	909.3571	896.6429	895.2143	899.7857	882.5
192	842.26666	863.06665	882.4	895.2	903.4667	917.13336	936.86664	937.4667	946.2	961.86664	969.2	973.3333	966.5333	962.2	959.6667	958.0	943.2	940.26666	936.13336	935.8	930.4667	925.86664	927.3333	920.4667	920.26666	917.6667	917.86664	911.26666	910.3333	899.13336	904.26666	896.8
193	835.1429	847.8571	877.7143	903.7143	916.5714	903.5714	916.0714	928.7143	936.9286	947.4286	950.5	954.8571	947.9286	943.6429	945.2857	937.3571	932.2143	927.3571	920.7857	925.5714	919.1429	915.9286	908.7143	905.4286	908.2143	905.2857	905.0	902.7857	899.0	897.8571	901.4286	885.5
194	826.2143	853.7143	875.5	894.7143	906.7857	900.0714	906.0	909.5	922.2143	930.9286	928.7143	935.4286	930.0714	929.8571	930.5714	923.0	916.2143	908.0	912.0714	907.8571	906.7143	902.5	901.3571	897.2857	899.7143	890.5	894.5	892.0714	888.1429	887.3571	887.2857	880.5714
195	833.0714	854.4286	881.9286	902.0	907.7143	899.6429	908.5	914.0714	921.9286	926.4286	936.1429	933.2143	929.2857	939.4286	925.0714	923.5	920.6429	920.7857	913.4286	905.2143	905.4286	907.5714	896.5	898.2143	900.8571	893.0714	889.5714	893.4286	890.5	887.3571	884.2143	877.7143
196	830.9286	853.3571	882.2143	900.4286	912.2143	899.7143	903.5714	912.5714	922.6429	928.7857	933.2857	933.0714	933.2143	931.0714	933.7143	928.1429	919.8571	911.0	913.0714	913.5714	912.7143	899.0714	897.9286	896.6429	896.8571	896.6429	893.1429	892.5714	889.0	887.4286	883.4286	878.0
197	835.6429	853.7857	886.5	902.4286	915.9286	898.9286	914.5	918.7857	926.8571	932.6429	938.7857	939.5	939.0	934.4286	934.5	928.0714	922.1429	916.2143	921.7857	916.0714	911.1429	907.7857	907.1429	901.4286	900.1429	900.8571	895.7857	893.3571	891.5	894.5714	889.7143	883.1429
198	834.9286	861.6429	886.0	907.0714	916.7857	902.5714	912.5	919.9286	926.0	930.6429	933.0714	938.7857	935.2857	940.2857	933.7857	934.1429	922.7143	922.7857	915.5714	916.0714	909.6429	908.5714	905.5714	903.7857	904.0714	903.0714	899.8571	900.5714	890.2857	889.2143	889.7857	883.4286
199	835.0714	862.3571	891.3571	913.1429	920.2143	914.5714	920.7857	923.1429	939.5	945.3571	949.7143	949.1429	948.9286	945.5	939.8571	938.0	937.1429	926.3571	925.7857	929.2143	918.4286	916.4286	912.2143	908.0	913.0	907.0	906.1429	908.4286	900.0	900.5	893.8571	890.6429
200	839.2857	860.4286	890.1429	912.3571	919.5714	905.4286	914.2857	921.4286	927.7143	933.0	938.7143	942.2857	938.2143	934.7857	931.4286	932.2857	924.6429	918.3571	918.2143	917.2143	908.1429	909.0714	904.7143	897.3571	896.5714	898.8571	898.0714	899.9286	890.2143	891.2857	890.5714	880.4286
201	838.7143	861.8571	894.1429	917.4286	922.9286	907.2143	915.3571	918.7143	925.0	935.0	939.2143	947.7857	944.2143	935.3571	932.5714	927.4286	927.0	916.7143	913.7857	919.2143	913.7143	906.7857	901.4286	904.7143	901.4286	903.7857	897.8571	898.2143	891.3571	889.0714	889.2143	878.0
202	835.6429	865.5	895.7857	914.7143	922.5	906.5	917.4286	921.7857	927.1429	929.5714	943.0714	939.2143	939.8571	941.0714	934.2857	930.2857	929.3571	919.1429	918.1429	916.2143	912.7857	909.3571	908.7857	901.8571	896.4286	896.0	900.6429	901.8571	895.6429	888.6429	891.7857	883.5714
203	834.6429	859.7143	893.0714	914.6429	929.5714	906.8571	916.7143	925.5	939.2143	939.5	941.9286	950.4286	945.0714	942.6429	936.5	935.2857	929.8571	922.5714	923.5714	923.3571	915.1429	914.8571	907.7857	905.2143	899.5714	901.1429	899.5	905.7857	896.1429	893.8571	891.3571	886.6429
204	840.6429	858.0714	893.4286	913.1429	929.0714	910.6429	920.2143	920.7143	934.5714	947.1429	947.1429	948.5714	945.5714	939.7143	941.9286	932.5	928.7857	923.0	923.9286	915.4286	914.7143	908.7857	909.5	910.2143	905.0	899.2143	898.0714	899.0	895.6429	893.1429	892.9286	883.0
205	841.2143	860.9286	893.5	919.0	926.0714	911.2857	916.8571	928.7857	928.5714	939.1429	948.0714	947.9286	946.8571	946.9286	941.7857	934.2143	931.6429	929.0714	922.7143	921.2857	913.0	912.9286	907.0	905.1429	902.9286	899.7143	902.1429	892.5714	898.2857	889.8571	888.7857	884.7143
206	840.4286	863.1429	913.0714	922.0	927.1429	910.9286	921.2143	927.5714	936.2143	944.0	950.0	946.6429	948.4286	948.0	940.2857	937.6429	929.4286	928.2857	922.0	926.1429	918.4286	918.7143	913.0714	908.9286	909.0714	905.2857	902.0	905.0	900.3571	896.4286	899.2143	892.0
207	836.7857	866.9286	910.3571	928.2143	943.3571	920.2857	928.5714	942.7143	944.1429	952.1429	959.5	958.1429	958.6429	957.2857	951.5714	946.9286	938.1429	937.5714	935.5	934.9286	928.5	925.2143	922.4286	920.1429	911.1429	914.9286	913.5	911.0	908.6429	901.5714	901.5	896.4286
208	840.6429	876.5714	908.9286	927.5714	932.7857	915.6429	926.5714	924.0	937.8571	944.8571	948.5	952.0	948.5714	946.7857	944.8571	936.5	932.5714	928.2143	924.1429	924.2143	918.0	913.5714	910.1429	913.5	905.8571	906.2143	903.4286	898.8571	899.3571	891.4286	892.2857	894.3571
209	838.7143	874.8571	902.3571	927.0714	942.7143	916.9286	921.1429	932.4286	937.3571	947.7143	957.5	951.4286	950.2857	949.7143	950.7143	940.7857	935.0	929.7143	926.7857	927.5714	921.5714	917.3571	909.8571	913.0714	907.5714	904.5	904.5	904.3571	893.8571	896.0	895.0	884.5
210	838.3571	871.5	904.5	929.1429	943.7857	919.3571	928.2143	933.2857	939.0	945.5714	954.0714	953.4286	953.6429	954.0714	955.6429	941.7143	941.1429	927.7857	928.0714	926.0714	923.3571	918.2143	913.9286	914.3571	905.5	910.5	911.8571	906.9286	905.1429	901.3571	897.1429	895.0
211	839.4286	872.1429	909.9286	935.7857	941.4286	920.8571	923.7143	928.0714	938.5714	949.7143	955.6429	959.5	953.4286	950.5714	948.7857	941.2857	938.0714	926.4286	931.5714	929.5	925.4286	925.9286	913.0	914.5	911.6429	908.1429	909.9286	908.2857	907.5714	897.5	894.0	890.2857
212	841.7857	872.5714	909.7857	934.0714	940.0714	917.7857	917.6429	933.7143	932.2143	940.2143	941.9286	944.7143	945.9286	942.7143	940.6429	939.0714	932.7857	924.8571	927.1429	921.5	919.2857	919.0714	911.5714	907.2857	904.1429	903.8571	896.0	900.7143	896.8571	893.7857	886.6429	878.8571
213	838.5714	874.7143	911.2857	935.5714	944.5	915.0714	919.5	929.6429	932.2857	942.4286	944.6429	942.4286	940.3571	943.5714	942.5714	938.1429	932.7143	925.5714	921.8571	918.9286	918.7143	914.5714	910.7143	908.2857	906.0714	904.8571	897.2857	903.9286	895.4286	891.9286	892.5	885.9286
214	842.7143	878.1429	915.5	943.1429	949.3571	923.5714	928.8571	932.7143	946.9286	948.4286	953.2857	958.2857	955.8571	951.6429	953.5714	943.7857	934.5714	931.9286	933.4286	926.4286	930.2143	923.0714	916.8571	915.0714	910.2143	909.7143	906.0714	906.0714	901.7143	901.7857	893.7143	889.3571
215	847.0714	878.7857	918.7143	948.8571	953.6429	925.0	927.5	931.8571	938.1429	946.1429	950.4286	951.8571	946.6429	943.8571	945.5	939.2857	932.9286	932.5714	928.4286	929.2857	917.3571	918.2143	909.7143	908.2857	905.8571	905.1429	903.3571	902.9286	901.8571	893.6429	885.9286	889.1429
216	844.5333	877.3333	920.73334	942.3333	959.26666	926.4667	935.6	941.86664	947.2	956.86664	958.6	962.26666	958.5333	959.93335	951.6667	945.73334	941.93335	938.6667	937.93335	936.3333	930.06665	919.5333	920.5333	918.13336	917.5333	914.13336	909.3333	908.8	909.13336	905.8	902.0	897.8
217	830.8571	838.9286	853.8571	868.4286	883.3571	903.3571	921.7143	928.6429	935.1429	948.8571	951.2857	947.8571	950.8571	944.5714	945.4286	939.3571	934.4286	932.0	925.7857	926.5	918.2857	915.5	916.2143	909.0714	906.7857	905.3571	905.8571	911.4286	901.8571	900.5	894.1429	891.6429
218	831.6429	840.7143	853.5	864.6429	883.2857	893.0	913.5	918.8571	929.5714	940.2857	935.2857	939.0	938.7143	935.1429	935.7143	935.6429	925.0714	922.6429	923.0	914.2143	915.5	912.2857	908.6429	908.5714	904.1429	895.0	898.2143	898.0714	897.2143	890.9286	893.3571	882.3571
219	830.7857	843.1429	853.2143	868.6429	880.4286	895.8571	906.0714	927.0	932.0	933.2857	940.2857	949.7143	938.6429	938.7143	937.5	932.0714	927.9286	922.6429	925.0	916.5	910.5	914.0	909.1429	904.4286	908.3571	902.5	900.2857	899.3571	902.5	895.3571	890.9286	887.5714
220	832.2143	840.8571	849.9286	863.7857	875.2143	894.5714	904.2143	915.0714	918.8571	930.5	931.3571	934.2857	931.0714	935.0714	930.8571	924.3571	919.5	921.3571	911.6429	917.4286	909.5714	908.1429	902.7143	898.5	892.4286	898.5	895.0714	896.6429	893.5714	893.7857	885.0714	883.3571
221	833.0714	839.2857	855.2143	868.8571	883.9286	896.0	913.0714	916.8571	933.3571	940.6429	940.7143	940.2143	942.7857	936.0	943.4286	931.3571	925.2143	922.8571	923.7857	915.0	916.3571	913.7857	907.7143	908.0	902.8571	901.2143	904.5	893.2857	900.8571	894.4286	889.7143	881.7857
222	833.6429	844.7143	858.7857	871.3571	883.3571	901.1429	912.0714	924.4286	934.2143	945.4286	943.7143	947.8571	946.1429	941.8571	939.2143	940.7143	922.2143	928.5714	920.2143	925.1429	926.1429	916.8571	904.0	909.3571	907.1429	906.0714	900.8571	900.0	901.4286	900.2857	894.3571	890.3571
223	829.7857	845.9286	860.7857	874.2143	883.7143	902.2143	913.3571	922.8571	933.5	939.5714	946.7857	945.8571	947.7857	939.5	939.7857	937.0714	927.7857	927.2143	928.7857	924.5714	923.6429	914.7857	910.4286	912.5	908.6429	907.2143	901.0714	913.5714	903.7857	903.0	900.2857	889.5714
224	836.2857	844.3571	858.7857	868.7143	888.9286	896.5	909.3571	915.4286	931.0714	939.5714	943.1429	941.5714	934.1429	939.0	936.0714	935.0	922.0714	921.0714	918.2143	913.0	913.0714	912.1429	906.2857	899.7143	902.2857	904.5714	895.9286	893.5714	890.5714	895.5714	888.7143	883.2143
225	829.5	850.2857	859.9286	882.6429	899.5714	902.3571	909.8571	919.0	929.6429	937.7857	940.1429	945.0714	941.2143	938.5714	937.1429	931.2857	927.0	925.4286	918.3571	914.2143	914.6429	913.0714	904.5714	908.4286	900.8571	907.0	900.4286	901.7143	894.1429	892.2857	897.1429	881.9286
226	841.1429	851.0714	865.6429	878.1429	884.2143	895.6429	912.2143	920.0714	929.2857	930.0	938.2857	940.2143	933.5	931.2857	933.0	928.0714	921.3571	925.9286	915.7143	913.2143	906.7143	908.9286	909.9286	904.9286	898.2857	896.5	898.6429	897.7857	897.7143	892.5714	890.6429	889.7143
227	833.8571	849.7857	866.4286	875.0714	889.0	904.8571	913.3571	927.5	936.7857	944.2143	948.5714	947.2143	948.7857	941.5	941.7857	935.1429	927.5714	928.5	918.8571	921.7857	916.1429	919.2143	910.3571	906.5	906.0	905.7143	902.5	900.6429	897.6429	893.2143	889.0	891.7857
228	838.8571	847.3571	872.1429	875.9286	888.1429	900.5	912.5	918.2857	932.6429	938.7143	946.3571	944.4286	942.9286	939.1429	934.2143	935.8571	927.7143	923.6429	919.9286	918.7857	914.5714	913.0714	907.4286	900.2143	903.5	904.7143	906.0	898.5	894.2857	893.7857	895.7857	884.3571
229	835.5	850.1429	864.7143	877.0	888.0	900.3571	911.5	926.9286	935.0	941.7143	948.0	942.4286	944.9286	945.1429	944.6429	934.7143	926.8571	921.3571	919.5	917.2857	914.4286	915.0	903.2857	907.5	902.8571	901.1429	897.3571	903.2143	900.8571	889.0714	889.2857	883.1429
230	838.0714	851.5	874.1429	879.1429	888.6429	904.9286	920.7143	925.1429	938.3571	937.5714	948.2143	947.8571	950.2143	946.2857	940.1429	938.5	930.5714	930.5	928.9286	925.7143	921.0	914.7857	912.5714	912.8571	908.2143	905.6429	900.3571	899.0714	899.7857	896.5	894.4286	891.4286
231	832.5714	856.0714	880.4286	879.4286	890.8571	906.0714	917.0	932.3571	933.7143	946.3571	947.8571	957.9286	948.6429	944.5714	947.2143	940.5	936.6429	929.9286	923.0714	925.6429	922.1429	919.5714	913.2143	909.7857	905.7857	908.4286	911.7143	906.0	898.1429	899.8571	894.9286	892.0714
232	839.1429	850.2857	868.0714	874.0714	888.8571	903.7857	914.1429	928.7857	934.0714	942.7857	943.1429	945.2857	943.6429	936.0714	945.5	936.7857	927.5714	925.4286	923.2857	916.1429	916.7857	914.9286	908.0	907.1429	901.0	904.6429	900.1429	903.3571	897.7857	895.7143	892.1429	888.9286
233	836.4286	849.3571	864.2143	883.6429	893.9286	912.0	917.6429	929.7857	939.8571	949.9286	953.2857	953.6429	951.6429	952.5	946.4286	942.5714	938.4286	927.5	926.7857	926.3571	924.7143	915.2857	912.2143	909.3571	910.2143	907.0714	905.7857	902.8571	903.0714	899.7857	900.0714	888.4286
234	839.4286	850.0	861.8571	882.6429	892.6429	903.4286	921.1429	927.7143	936.2857	941.2143	949.8571	948.6429	947.1429	947.8571	946.0	943.0	928.1429	925.8571	925.7143	922.8571	921.3571	915.0	914.7143	906.2857	904.4286	903.7857	907.9286	903.2143	897.3571	897.8571	893.5714	889.1429
235	843.3571	859.3571	872.5	880.7857	891.3571	907.7857	917.0714	925.8571	938.5714	947.9286	946.3571	950.0	948.2143	946.8571	945.5714	941.7143	930.4286	934.0714	925.4286	926.5714	921.2857	913.2143	916.6429	910.3571	906.3571	900.7143	903.2143	904.4286	900.9286	897.3571	897.6429	890.2143
236	841.2143	848.8571	869.2143	882.2857	891.4286	907.0714	917.6429	930.2857	937.1429	947.9286	949.1429	951.3571	944.7857	947.7143	945.4286	939.2143	935.2857	928.0	929.2143	926.8571	921.7857	917.9286	909.5	910.0714	911.3571	907.7143	902.3571	899.6429	903.9286	898.5714	892.9286	887.4286
237	841.9286	853.7857	861.5	883.5	893.5	907.0714	915.5	923.8571	933.4286	940.6429	947.4286	946.2857	936.5	940.8571	938.3571	935.8571	931.1429	925.7857	921.9286	919.2143	917.5	912.4286	915.0	905.2857	903.7143	907.0	902.7143	901.5	892.7857	892.5714	889.6429	885.7143
238	843.0714	856.2143	871.8571	887.7143	899.2857	910.6429	923.2143	934.6429	942.2143	950.5	954.8571	956.6429	953.5714	948.7857	947.0	941.1429	932.2857	931.4286	928.5	922.2143	923.9286	920.0714	909.6429	911.4286	906.2143	909.0714	907.9286	909.4286	897.0714	905.3571	895.2857	887.2143
239	843.0714	856.7143	873.0	885.0	901.7143	907.9286	920.9286	931.5714	938.2857	952.0	946.9286	951.7857	948.2857	949.6429	945.4286	941.5714	931.5714	928.2143	925.7857	924.4286	912.6429	915.0714	918.9286	909.0	908.7857	904.3571	903.0	900.2143	899.7857	899.7857	892.0714	890.7143
240	840.5333	857.3333	876.73334	893.93335	902.8	918.3333	925.4	942.06665	947.73334	949.73334	960.8	951.4	959.26666	951.5333	948.6	946.73334	939.13336	928.8	933.26666	927.6	925.13336	915.93335	913.73334	908.8	908.13336	909.86664	904.73334	903.13336	906.2	896.6	894.6667	890.13336
241	823.8571	837.6429	853.1429	866.0714	886.2857	904.7143	921.3571	931.0	944.2143	954.2143	951.7857	961.4286	963.2857	952.7143	957.1429	950.5714	936.3571	941.2143	934.7143	933.6429	932.3571	925.3571	925.2857	918.5714	916.7143	913.8571	914.1429	913.1429	909.5	902.0	901.0	896.5714
242	831.7857	834.2857	845.1429	857.1429	868.0714	880.6429	887.4286	899.6429	907.4286	913.7143	916.1429	916.1429	921.8571	913.1429	912.6429	913.2857	908.0	903.0	899.0714	896.5714	896.2857	895.2857	891.0	889.2857	884.9286	884.9286	880.2857	879.1429	884.5	880.1429	873.4286	876.1429
243	833.8571	839.6429	850.9286	865.4286	868.1429	886.0	897.5714	906.1429	916.7857	920.2857	927.2143	929.5	932.7857	924.3571	921.8571	922.8571	910.2857	910.3571	909.2143	907.0	906.4286	899.1429	895.9286	892.9286	889.6429	884.7857	888.5714	887.2857	887.5714	884.2857	883.5	879.4286
244	830.7143	839.7143	851.1429	863.6429	873.6429	882.1429	893.2143	902.4286	913.0	911.7143	919.0714	926.9286	925.5714	925.9286	919.7143	920.2857	908.7857	909.9286	908.2857	901.9286	898.2857	895.9286	894.5714	892.7143	885.5	887.0714	884.5	886.5	883.7857	885.4286	880.0	874.0
245	827.3571	840.4286	851.7857	863.8571	875.0714	884.6429	895.1429	905.1429	913.5	920.2857	923.8571	922.4286	924.2857	919.0714	917.8571	916.9286	908.2857	905.2143	905.3571	902.4286	902.4286	894.3571	896.2857	890.9286	895.8571	884.7143	886.2143	886.7857	881.5714	877.7857	878.5714	874.7857
246	833.2143	842.1429	849.0	866.8571	876.1429	888.4286	897.1429	908.2857	914.5714	923.8571	928.0714	926.2857	925.8571	925.2857	921.2143	923.5	913.3571	906.8571	908.1429	908.5	901.8571	904.0714	898.0	895.1429	889.2857	888.7857	889.8571	888.1429	884.4286	880.7143	884.1429	877.5
247	828.4286	839.3571	857.2143	863.8571	879.8571	890.0714	899.1429	913.6429	920.8571	920.3571	925.7143	929.3571	929.9286	920.0714	925.2143	923.5714	913.5	914.8571	906.7857	902.4286	909.0	901.5	896.5714	890.3571	891.7857	894.6429	886.7143	889.0	886.5	882.5714	886.5714	880.4286
248	831.5	842.8571	857.5714	868.7857	871.5	884.1429	895.2143	899.5714	907.7143	909.2857	916.7857	917.5	921.5714	910.7143	911.5714	912.0714	901.8571	904.3571	897.1429	901.5714	894.7143	890.6429	887.7143	886.6429	885.3571	882.7857	879.2143	873.5714	879.2857	876.1429	875.0	872.7857
249	827.1429	850.9286	858.2143	865.7143	875.9286	888.8571	896.1429	907.5	914.4286	923.2857	930.0714	926.5714	918.8571	923.1429	922.3571	911.1429	906.1429	904.9286	905.4286	899.4286	902.5	899.6429	893.2143	890.2143	884.9286	884.2143	886.0714	886.0	879.0	883.5	880.6429	877.8571
250	835.8571	848.2857	870.0	874.0	880.0714	889.0	901.5714	911.8571	918.5714	925.1429	925.6429	933.1429	931.0714	924.8571	920.7143	927.3571	911.1429	905.4286	913.2143	904.7143	905.1429	903.5	891.7143	897.1429	893.2857	888.2857	884.7857	885.6429	883.2857	883.7143	880.6429	879.1429
251	835.2857	848.1429	860.2143	870.5	874.7857	892.2143	904.0714	911.5714	918.9286	920.8571	925.4286	931.7857	924.1429	928.0714	922.6429	918.7143	909.7143	907.3571	905.2857	904.2857	905.6429	897.6429	890.0	891.1429	889.7857	888.2143	889.3571	883.0714	885.9286	886.2143	879.1429	877.8571
252	828.2857	850.6429	862.9286	871.0	877.8571	886.5	897.1429	903.5714	911.1429	918.0714	926.6429	927.1429	925.0	919.0	924.9286	920.0	910.8571	908.7857	902.0714	902.8571	896.9286	896.9286	897.9286	890.6429	893.7857	887.0714	885.6429	883.2143	880.7857	878.1429	875.0	873.5
253	831.9286	846.5714	861.2857	872.4286	882.2143	882.5	898.2857	911.0	913.6429	918.5714	930.7857	922.4286	924.3571	925.8571	919.0714	919.1429	909.7857	903.6429	906.4286	903.5	897.7857	895.7143	889.5	894.5	890.4286	889.3571	886.7857	884.2857	878.0	882.1429	878.2857	878.5714
254	835.2143	850.5	867.0714	876.6429	879.0714	892.0714	904.6429	909.9286	916.2857	922.9286	936.4286	931.0714	930.2143	923.0714	922.3571	922.0714	912.1429	906.7143	903.0714	908.7857	903.9286	897.3571	898.1429	891.3571	892.6429	887.2857	890.5714	892.2857	881.6429	890.1429	879.7857	875.9286
255	836.5714	848.3571	870.4286	870.0714	880.6429	887.7143	895.0	906.9286	913.5	921.3571	925.9286	925.0714	924.3571	919.9286	917.4286	920.5714	910.5714	908.7857	904.8571	903.7857	896.5714	897.9286	899.0	897.0714	886.7857	888.2143	885.2857	883.7143	883.0	881.5714	882.0714	875.4286
256	837.0714	847.1429	860.5	872.2143	883.3571	894.0	903.0714	913.4286	925.2143	931.1429	929.0	931.7857	936.6429	923.8571	925.0	925.9286	919.6429	916.2857	908.9286	912.5714	909.0714	906.5714	904.5	898.2143	894.2143	891.2143	894.0	891.7143	887.7143	889.5714	887.2143	880.6429
257	835.2143	844.9286	861.2857	870.5714	879.5	891.6429	904.5	909.2857	915.2857	921.3571	929.9286	928.7857	929.7857	926.9286	926.0	922.4286	915.7143	907.1429	907.0714	906.7143	898.9286	901.3571	898.8571	895.3571	890.5714	894.6429	894.9286	887.6429	887.9286	885.0714	883.9286	877.2143
258	836.9286	852.5714	868.1429	876.5714	881.2857	892.7857	896.6429	915.3571	923.3571	924.7143	929.1429	925.5714	926.7143	922.5714	919.5714	918.6429	917.5714	913.8571	909.2143	906.4286	902.2857	903.2857	893.2857	892.0714	893.7143	884.6429	889.5	886.7143	886.9286	883.3571	878.0714	880.3571
259	832.8571	846.1429	867.3571	877.9286	897.1429	916.1429	935.1429	945.4286	954.2143	967.1429	974.2857	977.6429	978.3571	966.7857	966.0	960.2857	953.6429	945.7143	943.7857	937.0714	927.5	927.8571	926.9286	920.7143	919.0714	910.5714	915.6429	910.3571	909.2143	907.6429	904.7143	899.9286
260	832.7857	848.8571	866.0714	876.0714	890.3571	905.5714	914.2857	926.6429	932.8571	944.3571	948.0	951.2143	948.2857	941.9286	942.3571	939.5714	928.1429	926.7857	921.3571	920.5714	915.7857	914.5	909.9286	906.6429	901.3571	899.8571	901.2143	901.0	901.0714	894.7857	891.5714	888.7857
261	832.5	849.5	869.2857	881.4286	892.2143	907.4286	924.5714	932.5	942.8571	948.6429	955.9286	960.2143	955.8571	951.5	953.4286	945.7857	937.2143	935.2857	929.2857	926.9286	922.9286	921.5714	915.2857	915.0714	914.5	909.5	900.5714	899.0714	901.3571	899.3571	892.9286	886.8571
262	841.0714	855.6429	870.2143	879.8571	886.8571	897.6429	906.5714	916.2857	925.6429	929.3571	935.4286	936.5	939.8571	934.2857	933.7143	928.1429	918.2857	912.0714	912.5	913.5	912.6429	908.9286	902.8571	900.7143	899.3571	896.2143	895.5714	889.2143	894.4286	890.4286	884.4286	881.9286
