"std_1","std_1","std_1","SKA007_0.1","SKA007_0.1","SKA007_0.1","SKA091_0.1","SKA091_0.1","SKA091_0.1","SKA113_0.1","SKA113_0.1","SKA113_0.1"
"std_0.1","std_0.1","std_0.1","SKA008_0.1","SKA008_0.1","SKA008_0.1","SKA092_0.1","SKA092_0.1","SKA092_0.1","SKA114_0.1","SKA114_0.1","SKA114_0.1"
"std_0.01","std_0.01","std_0.01","SKA009_0.1","SKA009_0.1","SKA009_0.1","SKA093_0.1","SKA093_0.1","SKA093_0.1","SKA115_0.1","SKA115_0.1","SKA115_0.1"
"std_0.001","std_0.001","std_0.001","SKA010_0.1","SKA010_0.1","SKA010_0.1","SKA094_0.1","SKA094_0.1","SKA094_0.1","SKA118_0.1","SKA118_0.1","SKA118_0.1"
"std_1e-04","std_1e-04","std_1e-04","SKA007_0.01","SKA007_0.01","SKA007_0.01","SKA091_0.01","SKA091_0.01","SKA091_0.01","SKA113_0.01","SKA113_0.01","SKA113_0.01"
"std_1e-05","std_1e-05","std_1e-05","SKA008_0.01","SKA008_0.01","SKA008_0.01","SKA092_0.01","SKA092_0.01","SKA092_0.01","SKA114_0.01","SKA114_0.01","SKA114_0.01"
"std_1e-06","std_1e-06","std_1e-06","SKA009_0.01","SKA009_0.01","SKA009_0.01","SKA093_0.01","SKA093_0.01","SKA093_0.01","SKA115_0.01","SKA115_0.01","SKA115_0.01"
"std_0","std_0","std_0","SKA010_0.01","SKA010_0.01","SKA010_0.01","SKA094_0.01","SKA094_0.01","SKA094_0.01","SKA118_0.01","SKA118_0.01","SKA118_0.01"
