date,time,sample_type,site_name,collector,field_label,field_notes,field_rep,photos_field,filterer,filter_start,filter_end,lab_label,filter_notes,preservative_ml,filter_box
2017-02-14,0926,water-marine,Ika Lower,Ole Shelton,17,NA,4,NA,Jimmy O'Donnell,NA,NA,156,NA,1.0,170215
2017-02-14,0927,water-marine,Ika Lower,Ole Shelton,45,NA,5,NA,Jimmy O'Donnell,NA,NA,157,NA,1.0,170215
2017-02-14,NA,water-deionized,NA,NA,DIH2O1,NA,1,NA,Jimmy O'Donnell,NA,NA,158,NA,1.0,170215
2017-02-14,NA,water-deionized,NA,NA,DIH2O2,NA,1,NA,Jimmy O'Donnell,NA,NA,NA,NA,1.0,170215
2017-02-15,0849,water-marine,Tom Moore,Jimmy O'Donnell,GS01,collected downstream of codend,1,JimmyPhone,Abi Wells,1215,NA,200,filter extremeley gunky,1.0,170215
2017-02-15,0850,water-marine,Tom Moore,Jimmy O'Donnell,GS02,collected downstream of codend,2,JimmyPhone,Jimmy O'Donnell,1230,NA,201,NA,1.0,170215
2017-02-15,0851,water-marine,Tom Moore,Jimmy O'Donnell,GS03,collected downstream of codend,3,JimmyPhone,Jimmy O'Donnell,1230,NA,202,NA,1.0,170215
2017-02-15,0852,water-marine,Tom Moore,Jimmy O'Donnell,10,collected downstream of codend,4,JimmyPhone,Jimmy O'Donnell,1230,NA,203,NA,1.0,170215
2017-02-15,0853,water-marine,Tom Moore,Jimmy O'Donnell,45,collected downstream of codend,5,JimmyPhone,Abi Wells,1233,NA,204,NA,1.0,170215
2017-02-15,0910,water-marine,Deepwater,Jimmy O'Donnell,17,collected approx 1m upstream of tide gauge,1,JimmyPhone,Jimmy O'Donnell,1209,NA,205,NA,1.0,170215
2017-02-15,0911,water-marine,Deepwater,Jimmy O'Donnell,13,collected approx 1m upstream of tide gauge,2,JimmyPhone,Jimmy O'Donnell,1209,NA,206,NA,1.0,170215
2017-02-15,0912,water-marine,Deepwater,Jimmy O'Donnell,15,collected approx 1m upstream of tide gauge,3,JimmyPhone,Jimmy O'Donnell,1209,NA,207,NA,1.0,170215
2017-02-15,0912,water-marine,Deepwater,Jimmy O'Donnell,19,collected approx 1m upstream of tide gauge,4,JimmyPhone,Abi Wells,1215,NA,208,NA,1.0,170215
2017-02-15,0913,water-marine,Deepwater,Jimmy O'Donnell,29,collected approx 1m upstream of tide gauge,5,JimmyPhone,Abi Wells,1215,NA,209,NA,1.0,170215
2017-02-15,NA,water-deionized,NA,Jimmy O'Donnell,DIH2O1,NA,1,NA,Abi Wells,1233,NA,210,NA,1.0,170215
2017-02-15,0800,water-marine,Wylie Boat Ramp,Ole Shelton,103,NA,1,JimmyPhone,Abi Wells,1233,NA,211,NA,1.0,170215
2017-02-15,0801,water-marine,Wylie Boat Ramp,Ole Shelton,108,NA,2,JimmyPhone,Abi Wells,1245,NA,212,NA,1.0,170215
2017-02-15,0802,water-marine,Wylie Boat Ramp,Ole Shelton,105,NA,3,JimmyPhone,Abi Wells,1245,NA,213,NA,1.0,170215
2017-02-15,0803,water-marine,Wylie Boat Ramp,Ole Shelton,107,NA,4,JimmyPhone,Abi Wells,1245,NA,214,NA,1.0,170215
2017-02-15,0804,water-marine,Wylie Boat Ramp,Ole Shelton,109,NA,5,JimmyPhone,Jimmy O'Donnell,1300,NA,215,NA,1.0,170215
2017-02-15,0826,water-marine,Freshwater Pond,Ole Shelton,106,near east fyke,1,LabCamera,Jimmy O'Donnell,1300,NA,216,NA,1.0,170215
2017-02-15,0826,water-marine,Freshwater Pond,Ole Shelton,101,near east fyke,2,LabCamera,Jimmy O'Donnell,1300,NA,217,NA,1.0,170215
2017-02-15,0836,water-marine,Freshwater Pond,Ole Shelton,100,near west fyke,3,LabCamera,Abi Wells,1315,NA,218,NA,1.0,170215
2017-02-15,0836,water-marine,Freshwater Pond,Ole Shelton,104,near west fyke,4,LabCamera,Abi Wells,1315,NA,219,NA,1.0,170215
2017-02-15,0836,water-marine,Freshwater Pond,Ole Shelton,102,near west fyke,5,LabCamera,Jimmy O'Donnell,1315,NA,220,NA,1.0,170215
2017-02-17,0939,water-marine,Browns Slough Diked Side,Ole Shelton,19,collected approx 3m upstream of net,1,NA,Jimmy O'Donnell,1145,1230,221,NA,1.0,170215
2017-02-17,0940,water-marine,Browns Slough Diked Side,Ole Shelton,10,collected approx 3m upstream of net,2,NA,Jimmy O'Donnell,1145,1230,222,NA,1.0,170215
2017-02-17,0941,water-marine,Browns Slough Diked Side,Ole Shelton,13,collected approx 3m upstream of net,3,NA,Jimmy O'Donnell,1145,1230,223,NA,1.0,170215
2017-02-17,0942,water-marine,Browns Slough Diked Side,Ole Shelton,17,collected approx 3m upstream of net,4,NA,Jimmy O'Donnell,1145,1230,224,NA,1.0,170215
2017-02-17,0943,water-marine,Browns Slough Diked Side,Ole Shelton,29,collected approx 3m upstream of net,5,NA,Jimmy O'Donnell,1145,1230,225,NA,1.0,170215
2017-02-17,NA,water-deionized,NA,NA,DIH2O1,NA,1,NA,Jimmy O'Donnell,1145,1155,226,NA,1.0,170215
2017-02-21,0935,water-marine,Lone Tree Point,Ramon Gallego,113,set1,1,maybe,Jimmy O'Donnell,1600,NA,227,NA,1.0,170215
2017-02-21,0936,water-marine,Lone Tree Point,Ramon Gallego,114,set1,2,maybe,Jimmy O'Donnell,1600,NA,228,NA,1.0,170215
2017-02-21,0942,water-marine,Lone Tree Point,Ramon Gallego,115,set2,3,maybe,Jimmy O'Donnell,1600,NA,229,NA,1.0,170215
2017-02-21,0943,water-marine,Lone Tree Point,Ramon Gallego,116,set2,4,maybe,Ramon Gallego,1600,NA,230,NA,1.0,170215
2017-02-21,0944,water-marine,Lone Tree Point,Ramon Gallego,117,set2,5,maybe,Ramon Gallego,1600,NA,231,NA,1.0,170215
2017-02-21,1013,water-marine,Hoypus,Ramon Gallego,118,after set1,1,maybe,Ramon Gallego,1600,NA,232,tube cap fell on ground,1.0,170215
2017-02-21,1014,water-marine,Hoypus,Ramon Gallego,119,after set1,2,maybe,Jimmy O'Donnell,1610,NA,233,NA,1.0,170215
2017-02-21,1020,water-marine,Hoypus,Ramon Gallego,120,after set1,3,maybe,Jimmy O'Donnell,1610,NA,234,NA,1.0,170215
2017-02-21,1023,water-marine,Hoypus,Ramon Gallego,101,after set2,4,maybe,Jimmy O'Donnell,1610,NA,235,NA,1.0,170215
2017-02-21,1025,water-marine,Hoypus,Ramon Gallego,112,after set2,5,maybe,Ramon Gallego,1610,NA,236,NA,1.0,170215
2017-02-21,1058,water-marine,Random North 1041,Ramon Gallego,111,NA,1,maybe,Ramon Gallego,1610,NA,237,NA,1.0,170215
2017-02-21,1059,water-marine,Random North 1041,Ramon Gallego,125,NA,2,maybe,Ramon Gallego,1610,NA,238,NA,1.0,170215
2017-02-21,1101,water-marine,Random North 1041,Ramon Gallego,124,NA,3,maybe,Jimmy O'Donnell,1620,NA,239,NA,1.0,170215
2017-02-21,1102,water-marine,Random North 1041,Ramon Gallego,123,NA,4,maybe,Jimmy O'Donnell,1620,NA,240,NA,1.0,170215
2017-02-21,1119,water-marine,Turners Spit N,Ramon Gallego,122,after set1,1,maybe,Jimmy O'Donnell,1620,NA,241,NA,1.0,170215
2017-02-21,1120,water-marine,Turners Spit N,Ramon Gallego,121,after set1,2,maybe,Ramon Gallego,1620,NA,243,NA,1.0,170215
2017-02-21,1126,water-marine,Turners Spit N,Ramon Gallego,102,after set1,3,maybe,Ramon Gallego,1620,NA,242,NA,1.0,170215
2017-02-21,1130,water-marine,Turners Spit N,Ramon Gallego,103,after set2,4,maybe,Ramon Gallego,1620,NA,245,NA,1.0,170215
2017-02-21,1131,water-marine,Turners Spit N,Ramon Gallego,104,after set2,5,maybe,Jimmy O'Donnell,1630,NA,244,some gunk past membrane,1.0,170215
2017-02-21,1315,water-marine,Dugualla Bluff,Ramon Gallego,105,after set1,1,maybe,Jimmy O'Donnell,1630,NA,246,NA,1.0,170215
2017-02-21,1317,water-marine,Dugualla Bluff,Ramon Gallego,106,after set1,2,maybe,Jimmy O'Donnell,1630,NA,247,NA,1.0,170215
2017-02-21,1324,water-marine,Dugualla Bluff,Ramon Gallego,107,after set1,3,maybe,Ramon Gallego,1630,NA,248,NA,1.0,170215
2017-02-21,1329,water-marine,Dugualla Bluff,Ramon Gallego,108,after set2,4,maybe,Ramon Gallego,1630,NA,249,NA,1.0,170215
2017-02-21,1330,water-marine,Dugualla Bluff,Ramon Gallego,109,after set2,5,maybe,Ramon Gallego,1630,NA,250,NA,1.0,170215
2017-02-21,NA,water-deionized,NA,NA,DIH2O1,NA,1,NA,Jimmy O'Donnell,1640,NA,251,NA,1.0,170215
2017-02-22,0904,water-marine,Goat Island,NA,143,after set1,1,yes,Jimmy O'Donnell,1455,NA,252,NA,1.0,NA
2017-02-22,0905,water-marine,Goat Island,NA,142,after set1,2,yes,Jimmy O'Donnell,1455,NA,253,NA,1.0,NA
2017-02-22,0914,water-marine,Goat Island,NA,141,after set1,3,yes,Jimmy O'Donnell,1455,NA,254,NA,1.0,NA
2017-02-22,0918,water-marine,Goat Island,NA,140,after set2,4,yes,Jimmy O'Donnell,1455,NA,255,NA,1.0,NA
2017-02-22,0919,water-marine,Goat Island,NA,126,after set2,5,yes,Jimmy O'Donnell,1455,NA,256,NA,1.0,NA
2017-02-22,0952,water-marine,Random 364,NA,127,during set1,1,yes,Jimmy O'Donnell,1455,NA,257,NA,1.0,NA
2017-02-22,0952,water-marine,Random 364,NA,128,during set1,2,yes,Jimmy O'Donnell,1505,NA,258,NA,1.0,NA
2017-02-22,0953,water-marine,Random 364,NA,129,during set1,3,yes,Jimmy O'Donnell,1505,NA,259,NA,1.0,NA
2017-02-22,0954,water-marine,Random 364,NA,130,during set1,4,yes,Jimmy O'Donnell,1505,NA,260,NA,1.0,NA
2017-02-22,1031,water-marine,Strawberry Point North,NA,144,after set1,1,yes,Jimmy O'Donnell,1505,NA,261,NA,1.0,NA
2017-02-22,1032,water-marine,Strawberry Point North,NA,145,after set1,2,yes,Jimmy O'Donnell,1505,NA,262,NA,1.0,NA
2017-02-22,1039,water-marine,Strawberry Point North,NA,147,after set2,3,yes,Jimmy O'Donnell,1505,NA,263,NA,1.0,NA
2017-02-22,1041,water-marine,Strawberry Point North,NA,146,after set2,4,yes,Jimmy O'Donnell,1515,NA,264,NA,1.0,NA
2017-02-22,1042,water-marine,Strawberry Point North,NA,148,after set2,5,yes,Jimmy O'Donnell,1515,NA,265,NA,1.0,NA
2017-02-22,1108,water-marine,Mariners Bluff,NA,149,after set1,1,yes,Jimmy O'Donnell,1515,NA,266,NA,1.0,NA
2017-02-22,1108,water-marine,Mariners Bluff,NA,150,after set1,2,yes,Jimmy O'Donnell,1525,NA,267,NA,1.0,NA
2017-02-22,1114,water-marine,Mariners Bluff,NA,139,after set2,3,yes,Jimmy O'Donnell,1525,NA,268,NA,1.0,NA
2017-02-22,1117,water-marine,Mariners Bluff,NA,138,after set2,4,yes,Jimmy O'Donnell,1525,NA,269,NA,1.0,NA
2017-02-22,1118,water-marine,Mariners Bluff,NA,137,after set2,5,yes,Jimmy O'Donnell,1534,NA,270,NA,1.0,NA
2017-02-22,1142,water-marine,Brown Point,NA,136,after set1,1,yes,Jimmy O'Donnell,1534,NA,271,NA,1.0,NA
2017-02-22,1143,water-marine,Brown Point,NA,135,after set1,2,yes,Jimmy O'Donnell,1534,NA,272,NA,1.0,NA
2017-02-22,1149,water-marine,Brown Point,NA,134,after set2,3,yes,Jimmy O'Donnell,1537,NA,273,NA,1.0,NA
2017-02-22,1152,water-marine,Brown Point,NA,133,after set2,4,yes,Jimmy O'Donnell,1537,NA,274,NA,1.0,NA
2017-02-22,1152,water-marine,Brown Point,NA,132,after set2,5,yes,Jimmy O'Donnell,1537,NA,275,finished filtering at 1545,1.0,NA
2017-02-22,NA,water-deionized,NA,NA,DIH2O2,NA,1,NA,Jimmy O'Donnell,1532,NA,276,NA,1.0,NA
2017-03-14,0735,water-marine,Grain of Sand,Ryan Kelly,150,directly upstream of net,1,no,Jimmy O'Donnell,1440,1512,277,NA,1.0,NA
2017-03-14,0735,water-marine,Grain of Sand,Ryan Kelly,102,directly upstream of net,2,no,Jimmy O'Donnell,1440,1514,278,NA,1.0,NA
2017-03-14,0735,water-marine,Grain of Sand,Ryan Kelly,134,in small inlet approx 3m upstream of net,3,no,Jimmy O'Donnell,1443,1458,279,NA,1.0,NA
2017-03-14,0735,water-marine,Grain of Sand,Ryan Kelly,105,in small inlet approx 3m upstream of net,4,no,Jimmy O'Donnell,1441,NA,280,NA,1.0,NA
2017-03-14,0735,water-marine,Grain of Sand,Ryan Kelly,141,in small inlet approx 3m upstream of net,5,no,Jimmy O'Donnell,1441,NA,281,NA,1.0,NA
2017-03-14,0756,water-marine,Cattail,Ryan Kelly,114,off back of boat near net site,1,no,Jimmy O'Donnell,1441,NA,283,NA,1.0,NA
2017-03-14,0756,water-marine,Cattail,Ryan Kelly,123,off back of boat near net site,2,no,Jimmy O'Donnell,1511,NA,284,NA,1.0,NA
2017-03-14,0756,water-marine,Cattail,Ryan Kelly,121,from shore behind net,3,no,Jimmy O'Donnell,1511,NA,285,NA,1.0,NA
2017-03-14,0756,water-marine,Cattail,Ryan Kelly,133,from shore behind net,4,no,Jimmy O'Donnell,1511,NA,286,NA,1.0,NA
2017-03-14,0756,water-marine,Cattail,Ryan Kelly,135,from shore behind net,5,no,Jimmy O'Donnell,1511,NA,287,NA,1.0,NA
2017-03-14,0856,water-marine,Ika Upper,Jimmy O'Donnell,107,NA,1,no,Jimmy O'Donnell,1516,NA,288,piece of filter touched table,1.0,NA
2017-03-14,0857,water-marine,Ika Upper,Jimmy O'Donnell,117,NA,2,no,Jimmy O'Donnell,1517,NA,289,NA,1.0,NA
2017-03-14,0858,water-marine,Ika Upper,Jimmy O'Donnell,122,NA,3,no,Jimmy O'Donnell,1532,NA,290,NA,1.0,NA
2017-03-14,0859,water-marine,Ika Upper,Jimmy O'Donnell,148,NA,4,no,Jimmy O'Donnell,1533,1550,291,NA,1.0,NA
2017-03-14,0900,water-marine,Ika Upper,Jimmy O'Donnell,143,NA,5,no,Jimmy O'Donnell,1534,1550,292,NA,1.0,NA
2017-03-14,0904,water-marine,Ika Lower,Jimmy O'Donnell,138,NA,1,yes,Jimmy O'Donnell,1534,1550,293,NA,1.0,NA
2017-03-14,0905,water-marine,Ika Lower,Jimmy O'Donnell,149,NA,2,yes,Jimmy O'Donnell,1534,1550,294,NA,1.0,NA
2017-03-14,0906,water-marine,Ika Lower,Jimmy O'Donnell,104,NA,3,yes,Jimmy O'Donnell,1534,1550,295,filter cracked along edge,1.0,NA
2017-03-14,0907,water-marine,Ika Lower,Jimmy O'Donnell,144,NA,4,yes,Jimmy O'Donnell,NA,NA,296,NA,1.0,NA
2017-03-14,0908,water-marine,Ika Lower,Jimmy O'Donnell,137,NA,5,yes,Jimmy O'Donnell,NA,NA,297,NA,1.0,NA
2017-03-14,NA,water-deionized,NA,NA,DIH2O-1,NA,1,NA,Jimmy O'Donnell,1500,NA,282,NA,1.0,NA
2017-03-15,0800,water-marine,Wylie Boat Ramp,Correigh Greene,140,NA,1,no,Jimmy O'Donnell,1337,1435,298,NA,1.0,NA
2017-03-15,0802,water-marine,Wylie Boat Ramp,Correigh Greene,115,NA,2,no,Jimmy O'Donnell,1337,1440,299,NA,1.0,NA
2017-03-15,0803,water-marine,Wylie Boat Ramp,Correigh Greene,128,NA,3,no,Jimmy O'Donnell,1337,1435,300,NA,1.0,NA
2017-03-15,0805,water-marine,Wylie Boat Ramp,Correigh Greene,145,NA,4,no,Jimmy O'Donnell,1339,1435,301,NA,1.0,NA
2017-03-15,0806,water-marine,Wylie Boat Ramp,Correigh Greene,113,NA,5,no,Jimmy O'Donnell,1339,1435,302,NA,1.0,NA
2017-03-15,0843,water-marine,Freshwater Pond,Correigh Greene,131,taken in channel just outside pond,1,no,Jimmy O'Donnell,1339,1445,303,NA,1.0,NA
2017-03-15,0846,water-marine,Freshwater Pond,Correigh Greene,146,inside pond,2,no,Jimmy O'Donnell,1450,NA,304,NA,1.0,NA
2017-03-15,0848,water-marine,Freshwater Pond,Correigh Greene,103,inside pond,3,no,Jimmy O'Donnell,1450,NA,305,NA,1.0,NA
2017-03-15,0850,water-marine,Freshwater Pond,Correigh Greene,119,inside pond,4,no,Jimmy O'Donnell,1450,NA,306,NA,1.0,NA
2017-03-15,0852,water-marine,Freshwater Pond,Correigh Greene,126,inside pond,5,no,Jason Dobry,1450,NA,307,NA,1.0,NA
2017-03-15,0845,water-marine,Tom Moore,Jason Dobry,125,NA,1,no,Jason Dobry,1450,NA,308,NA,1.0,NA
2017-03-15,0846,water-marine,Tom Moore,Jason Dobry,112,NA,2,no,Jason Dobry,1450,NA,309,NA,1.0,NA
2017-03-15,0847,water-marine,Tom Moore,Jason Dobry,136,NA,3,no,Jason Dobry,1610,NA,310,NA,1.0,NA
2017-03-15,0848,water-marine,Tom Moore,Jason Dobry,111,NA,4,no,Jason Dobry,1610,1700,311,NA,1.0,NA
2017-03-15,0849,water-marine,Tom Moore,Jason Dobry,130,NA,5,no,Jason Dobry,1610,NA,316,NA,1.0,NA
2017-03-15,0907,water-marine,Deepwater,Jason Dobry,127,NA,1,no,Jason Dobry,1610,NA,312,NA,1.0,NA
2017-03-15,0908,water-marine,Deepwater,Jason Dobry,139,NA,2,no,Jason Dobry,1610,NA,313,NA,1.0,NA
2017-03-15,0909,water-marine,Deepwater,Jason Dobry,124,NA,3,no,Jason Dobry,1610,NA,314,NA,1.0,NA
2017-03-15,0910,water-marine,Deepwater,Jason Dobry,129,NA,4,no,Jason Dobry,1710,NA,318,NA,1.0,NA
2017-03-15,0911,water-marine,Deepwater,Jason Dobry,109,NA,5,no,Jason Dobry,1710,NA,317,NA,1.0,NA
2017-03-15,NA,water-deionized,NA,NA,DIH2O-1,NA,1,no,Jimmy O'Donnell,1650,NA,315,NA,1.0,NA
2017-03-16,0907,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,126,collected ~1ft upstream of net along cork line (from dingy),1,yes,Jimmy O'Donnell,1058,1210,319,NA,1.0,NA
2017-03-16,0908,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,108,collected ~1ft upstream of net along cork line (from dingy),2,yes,Jimmy O'Donnell,1058,1213,320,NA,1.0,NA
2017-03-16,0909,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,118,collected ~1ft upstream of net along cork line (from dingy),3,yes,Jimmy O'Donnell,1058,1206,321,piece of filter touched table,1.0,NA
2017-03-16,0910,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,110,collected ~1ft upstream of net along cork line (from dingy),4,yes,Jimmy O'Donnell,1101,1203,322,NA,1.0,NA
2017-03-16,0911,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,142,collected ~1ft upstream of net along cork line (from dingy),5,yes,Jimmy O'Donnell,1101,1200,323,NA,1.0,NA
2017-03-16,NA,water-deionized,NA,NA,DIH2O,NA,1,yes,Jimmy O'Donnell,1101,1106,324,NA,1.0,NA
2017-03-20,0903,water-marine,Strawberry Point North,Jimmy O'Donnell,114,collected between set1 and set2,1,NA,Jimmy O'Donnell,1619,1640,325,NA,1.0,170320
2017-03-20,0905,water-marine,Strawberry Point North,Jimmy O'Donnell,112,collected between set1 and set2,2,NA,Jimmy O'Donnell,1619,1640,326,NA,1.0,170320
2017-03-20,0906,water-marine,Strawberry Point North,Jimmy O'Donnell,124,collected between set1 and set2,3,NA,Jimmy O'Donnell,1619,1640,327,NA,1.0,170320
2017-03-20,0906,water-marine,Strawberry Point North,Jimmy O'Donnell,149,collected between set1 and set2,4,NA,Jimmy O'Donnell,1623,1635,328,NA,1.0,170320
2017-03-20,0907,water-marine,Strawberry Point North,Jimmy O'Donnell,141,collected between set1 and set2,5,NA,Jimmy O'Donnell,1623,1640,329,NA,1.0,170320
2017-03-20,1034,water-marine,Brown Point,Jimmy O'Donnell,136,collected between set1 and set2,1,NA,Jimmy O'Donnell,1623,1640,330,piece of filter touched table,1.0,170320
2017-03-20,1035,water-marine,Brown Point,Jimmy O'Donnell,122,collected between set1 and set2,2,NA,Gary Longo,1640,NA,331,NA,1.0,170320
2017-03-20,1035,water-marine,Brown Point,Jimmy O'Donnell,150,collected between set1 and set2,3,NA,Gary Longo,1640,NA,332,NA,1.0,170320
2017-03-20,1036,water-marine,Brown Point,Jimmy O'Donnell,103,collected between set1 and set2,4,NA,Jimmy O'Donnell,1646,1640,333,NA,1.0,170320
2017-03-20,1036,water-marine,Brown Point,Jimmy O'Donnell,133,collected between set1 and set2,5,NA,Jimmy O'Donnell,1646,1711,334,NA,1.0,170320
2017-03-20,1254,water-marine,Mariners Bluff,Jimmy O'Donnell,105,collected between set1 and set2,1,maybe,NA,NA,NA,335,NA,1.0,170320
2017-03-20,1255,water-marine,Mariners Bluff,Jimmy O'Donnell,142,collected between set1 and set2,2,maybe,NA,NA,NA,336,NA,1.0,170320
2017-03-20,1255,water-marine,Mariners Bluff,Jimmy O'Donnell,110,collected between set1 and set2,3,maybe,Abi Wells,1700,1712,337,NA,1.0,170320
2017-03-20,1256,water-marine,Mariners Bluff,Jimmy O'Donnell,118,collected between set1 and set2,4,maybe,Abi Wells,1700,1712,338,NA,1.0,170320
2017-03-20,1256,water-marine,Mariners Bluff,Jimmy O'Donnell,148,collected between set1 and set2,5,maybe,Abi Wells,1704,NA,339,NA,1.0,170320
2017-03-20,1346,water-marine,Goat Island,Jimmy O'Donnell,137,collected between set1 and set2,1,yes,Jimmy O'Donnell,1712,1721,341,NA,1.0,170320
2017-03-20,1346,water-marine,Goat Island,Jimmy O'Donnell,131,collected between set1 and set2,2,yes,Jimmy O'Donnell,1712,1723,342,NA,1.0,170320
2017-03-20,1347,water-marine,Goat Island,Jimmy O'Donnell,109,collected between set1 and set2,3,yes,Jimmy O'Donnell,1715,1725,343,NA,1.0,170320
2017-03-20,1348,water-marine,Goat Island,Jimmy O'Donnell,126,collected between set1 and set2,4,yes,Abi Wells,1716,1726,344,NA,1.0,170320
2017-03-20,1348,water-marine,Goat Island,Jimmy O'Donnell,134,collected between set1 and set2,5,yes,Abi Wells,1716,1725,345,NA,1.0,170320
2017-03-20,0900,water-deionized,NA,NA,DIH2O,collected between set1 and set2,1,NA,Abi Wells,1645,NA,340,NA,1.0,170320
2017-03-21,0954,water-marine,Dugualla Bluff,Jimmy O'Donnell,111,NA,1,yes,Jimmy O'Donnell,1609,1618,346,NA,1.0,170320
2017-03-21,0955,water-marine,Dugualla Bluff,Jimmy O'Donnell,108,NA,2,yes,Jimmy O'Donnell,1609,1618,347,NA,1.0,170320
2017-03-21,0957,water-marine,Dugualla Bluff,Jimmy O'Donnell,130,NA,3,yes,Jimmy O'Donnell,1609,1618,348,NA,1.0,170320
2017-03-21,0957,water-marine,Dugualla Bluff,Jimmy O'Donnell,127,NA,4,yes,Jimmy O'Donnell,1610,1618,349,NA,1.0,170320
2017-03-21,0958,water-marine,Dugualla Bluff,Jimmy O'Donnell,125,NA,5,yes,Jimmy O'Donnell,1610,1618,350,NA,1.0,170320
2017-03-21,1038,water-marine,Lone Tree Point,Jimmy O'Donnell,116,NA,1,yes,Jimmy O'Donnell,1610,1618,351,NA,1.0,170320
2017-03-21,1039,water-marine,Lone Tree Point,Jimmy O'Donnell,147,NA,2,yes,Jimmy O'Donnell,1620,1627,352,NA,1.0,170320
2017-03-21,1040,water-marine,Lone Tree Point,Jimmy O'Donnell,101,NA,3,yes,Jimmy O'Donnell,1620,1627,353,NA,1.0,170320
2017-03-21,1040,water-marine,Lone Tree Point,Jimmy O'Donnell,132,NA,4,yes,Jimmy O'Donnell,1620,1627,354,NA,1.0,170320
2017-03-21,1041,water-marine,Lone Tree Point,Jimmy O'Donnell,106,NA,5,yes,Jimmy O'Donnell,1622,1628,355,NA,1.0,170320
2017-03-21,1119,water-marine,Turners Spit N,Jimmy O'Donnell,117,NA,1,no,Jimmy O'Donnell,1622,1628,356,NA,1.0,170320
2017-03-21,1120,water-marine,Turners Spit N,Jimmy O'Donnell,139,NA,2,no,Jimmy O'Donnell,1622,1628,357,NA,1.0,170320
2017-03-21,1120,water-marine,Turners Spit N,Jimmy O'Donnell,138,NA,3,no,Jimmy O'Donnell,1629,1635,358,filter landed in trash right side up with paper underneath,1.0,170320
2017-03-21,1121,water-marine,Turners Spit N,Jimmy O'Donnell,146,NA,4,no,Jimmy O'Donnell,1629,1635,359,NA,1.0,170320
2017-03-21,1121,water-marine,Turners Spit N,Jimmy O'Donnell,113,NA,5,no,Jimmy O'Donnell,1629,1635,360,NA,1.0,170320
2017-03-21,1205,water-marine,Hoypus,Jimmy O'Donnell,143,NA,1,no,Jimmy O'Donnell,1630,1635,361,NA,1.0,170320
2017-03-21,1206,water-marine,Hoypus,Jimmy O'Donnell,128,NA,2,no,Jimmy O'Donnell,1630,1635,362,NA,1.0,170320
2017-03-21,1206,water-marine,Hoypus,Jimmy O'Donnell,121,NA,3,no,Jimmy O'Donnell,1630,1635,363,NA,1.0,170320
2017-03-21,1207,water-marine,Hoypus,Jimmy O'Donnell,107,NA,4,no,Jimmy O'Donnell,1640,NA,364,NA,1.0,170320
2017-03-21,1207,water-marine,Hoypus,Jimmy O'Donnell,102,NA,5,no,Jimmy O'Donnell,1640,NA,365,NA,1.0,170320
2017-03-21,0926,water-deionized,NA,NA,DIH2O-2,NA,1,no,Jimmy O'Donnell,1640,NA,366,NA,1.0,170320
2017-04-12,0635,water-deionized,NA,NA,DIH2O-1,NA,1,no,Jimmy O'Donnell,1120,NA,369,NA,1.0,170320
2017-04-12,0655,water-deionized,NA,NA,DIH2O-2,NA,1,no,Jimmy O'Donnell,1120,NA,370,NA,1.0,170320
2017-04-12,0656,water-marine,Grain of Sand,Jimmy O'Donnell,116,NA,1,no,Jimmy O'Donnell,1110,NA,373,NA,1.0,170320
2017-04-12,0657,water-marine,Grain of Sand,Jimmy O'Donnell,107,NA,2,no,Jimmy O'Donnell,1110,NA,374,NA,1.0,170320
2017-04-12,0658,water-marine,Grain of Sand,Jimmy O'Donnell,101,NA,3,no,Jimmy O'Donnell,1110,NA,375,NA,1.0,170320
2017-04-12,0659,water-marine,Grain of Sand,Jimmy O'Donnell,103,NA,4,no,Gary Longo,1112,NA,376,NA,1.0,170320
2017-04-12,0700,water-marine,Grain of Sand,Jimmy O'Donnell,118,NA,5,no,Gary Longo,1112,NA,377,NA,1.0,170320
2017-04-12,0702,water-marine,Grain of Sand,Jimmy O'Donnell,Bag1,NA,6,no,Jimmy O'Donnell,1128,NA,371,NA,1.0,170320
2017-04-12,0703,water-marine,Grain of Sand,Jimmy O'Donnell,Bag2,NA,7,no,Jimmy O'Donnell,1128,NA,372,NA,1.0,170320
2017-04-12,0721,water-marine,Cattail,Jimmy O'Donnell,124,NA,1,JimmyPhone,Gary Longo,1128,NA,378,NA,1.0,170320
2017-04-12,0722,water-marine,Cattail,Jimmy O'Donnell,108,NA,2,JimmyPhone,Gary Longo,1128,NA,379,NA,1.0,170320
2017-04-12,0723,water-marine,Cattail,Jimmy O'Donnell,134,NA,3,JimmyPhone,Gary Longo,1122,NA,380,NA,1.0,170320
2017-04-12,0724,water-marine,Cattail,Jimmy O'Donnell,113,NA,4,JimmyPhone,Gary Longo,1122,NA,381,NA,1.0,170320
2017-04-12,0725,water-marine,Cattail,Jimmy O'Donnell,142,NA,5,JimmyPhone,Gary Longo,1140,NA,382,NA,1.0,170320
2017-04-12,0707,water-marine,Ika Lower,Gary Longo,128,NA,1,no,Gary Longo,1140,NA,383,NA,1.0,170320
2017-04-12,070730,water-marine,Ika Lower,Gary Longo,131,NA,2,no,Gary Longo,1140,NA,384,NA,1.0,170320
