date_extracted,extractor,lab,project,source_label,extraction_label,sample_type,extraction_method,vol_buffer_orig,vol_buffer_remain,vol_PC,sample_destroyed,shaken_incubation,vol_supernatant1,vol_supernatant2,vol_supernatant3,visible_pellet,location_DNA,freezer,shelf,box,notes
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,490,490,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,491,491,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,492,492,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,493,493,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,494,494,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,495,495,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,496,496,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,497,497,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,498,498,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,DARE-170720,595,tissue,PhenolChloroform,1000,0,800,FALSE,TRUE,all ~1200,all ~1000,1000,MAYBE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,bufferonly,596,bufferonly,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,FALSE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,499,499,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,500,500,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,spilled some supernatant right before transferring to first chloroform
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,501,501,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,566,566,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,567,567,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,568,568,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,569,569,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,570,570,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,571,571,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,573,573,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,574,574,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,575,575,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,576,576,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,577,577,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,578,578,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,579,579,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,580,580,environmental,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,TRUE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,AQJO-160603-B,597,env-control,PhenolChloroform,1000,0,800,FALSE,TRUE,all ~1200,all ~1000,1000,FALSE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,POWI-150903,598,tissue,PhenolChloroform,1000,0,800,FALSE,TRUE,all ~1200,all ~1000,1000,MAYBE,NOAA Montlake,FZ02 Snowcone,NA,,
2017-07-25,JimmyODonnell,NWFSC_CleanLab,Skagit,bufferonly,599,bufferonly,PhenolChloroform,1000,0,800,TRUE,TRUE,all ~1200,all ~1000,1000,FALSE,NOAA Montlake,FZ02 Snowcone,NA,,
