"","Task","Ct","Quantity","template_name","template_conc","QuantBackCalc","Mean","Median","SD","X.025","X.05","X.25","X.75","X.95","X.975","year","month","day","site_name","exp.Mean"
"214","Unknown",36.16165,0.00334490066666667,"255",NA,3.5121457,1.24912005158144,1.25548582847093,0.446252511337269,0.360487356563112,0.5050469819371,0.953378077972215,1.55334746808045,1.97209474670658,2.10769262564965,2017,2,22,"Goat Island",3.48727298660228
"215","Unknown",36.11933,0.00339986095238095,"255",NA,3.569854,1.2654538780973,1.27169306605175,0.446047927144124,0.377389066520134,0.52213231923066,0.969772150786429,1.5695211376091,1.98809552537245,2.12362463914154,2017,2,22,"Goat Island",3.54470123330182
"216","Unknown",36.23542,0.00325121380952381,"255",NA,3.4137745,1.22064778357399,1.22697585906878,0.446612148641888,0.331158456609077,0.476093206709363,0.924818114997971,1.52502924697968,1.94397438874142,2.07977636000558,2017,2,22,"Goat Island",3.38938260902256
"217","Unknown",37.37227,0.00209850057142857,"003",NA,2.2034256,0.781869175952075,0.789329917977284,0.45263245993025,-0.122297660851259,0.0253918441085605,0.482712363234384,1.09002831117637,1.51320587826583,1.64877775768838,2016,5,31,"Strawberry Point North",2.18555363420681
"218","Unknown",NA,0,"360",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,3,21,"Turners Spit N",0
"219","Unknown",NA,0,"360",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,3,21,"Turners Spit N",0
"220","Unknown",38.806484,0.00120792038095238,"360",NA,1.2683164,0.228319963697288,0.237774245855379,0.46146767339642,-0.695364907457932,-0.545470174901927,-0.0767764954479195,0.543601300347442,0.971637539685667,1.10850647727346,2017,3,21,"Turners Spit N",1.25648729144101
"221","Unknown",NA,0,"439",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,4,17,"Lone Tree Point",0
"222","Unknown",38.815742,0.00120362114285714,"439",NA,1.2638022,0.22474674616695,0.234209845443977,0.461529050101278,-0.699147335005869,-0.54901846794193,-0.0803914287201914,0.540069699357577,0.968222831097764,1.10505027095343,2017,4,17,"Lone Tree Point",1.25200560082081
"223","Unknown",38.927345,0.00115298657142857,"439",NA,1.2106359,0.1816724540911,0.191193746934639,0.462273222190513,-0.743410426065184,-0.593298889547248,-0.123987106035078,0.497485447263689,0.925905820176541,1.06302953954941,2017,4,17,"Lone Tree Point",1.19922132950248
"224","Unknown",39.0139,0.00111518828571429,"490",NA,1.1709477,0.148265687690332,0.157928936506263,0.46285581274798,-0.77802729009901,-0.628169600872428,-0.157804123173878,0.464561046522441,0.893117322939996,1.03053356591485,2017,5,17,"Strawberry Point North",1.15982100559492
"225","Unknown",38.838478,0.00119312857142857,"490",NA,1.252785,0.215971559974494,0.225353080245018,0.461680012036814,-0.708200899958373,-0.558034004913084,-0.0891905263435808,0.531439807814367,0.959645813324506,1.09642897128402,2017,5,17,"Strawberry Point North",1.24106708251928
"226","Unknown",NA,0,"490",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,17,"Strawberry Point North",0
"227","Unknown",35.04312,0.00514583619047619,"567",NA,5.403128,1.68082787229951,1.68615844755,0.441274690144698,0.804713112556633,0.948147143627049,1.38777097084239,1.98068872238658,2.39697601075887,2.53192575655606,2017,6,19,"Strawberry Point North",5.36999980549181
"228","Unknown",38.226944,0.00150996095238095,"003",NA,1.585459,0.45199921272856,0.460431474315259,0.457735191662145,-0.463145260129997,-0.314683907477446,0.149112698008653,0.764364847290563,1.19096300673999,1.32623016081752,2016,5,31,"Strawberry Point North",1.5714507114189
"229","Unknown",34.887623,0.00546339904761905,"567",NA,5.736569,1.74084349190578,1.74566536748577,0.440654217219306,0.865448416689076,1.00960050501175,1.44809989292563,2.04015182784625,2.45565997573111,2.59147594398662,2017,6,19,"Strawberry Point North",5.70215111307237
"230","Unknown",34.59428,0.00611679904761905,"567",NA,6.422639,1.85406215144365,1.8590193045279,0.439531950793191,0.981547887064561,1.125402613033,1.56165956500725,2.15257311868865,2.56735004335884,2.70291036833226,2017,6,19,"Strawberry Point North",6.3857066157062
"231","Unknown",NA,0,"588",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,21,"Turners Spit N",0
"232","Unknown",NA,0,"588",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,21,"Turners Spit N",0
"233","Unknown",NA,0,"588",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,6,21,"Turners Spit N",0
"234","Unknown",37.524612,0.00197892695238095,"003",NA,2.0778733,0.723071260094806,0.730407246398496,0.453506330928254,-0.183007277182862,-0.0349634802554165,0.423316281757128,1.03203344059461,1.4560471263248,1.59132513612573,2016,5,31,"Strawberry Point North",2.06075260867129
"235","Unknown",36.76436,0.00265204742857143,"114",NA,2.7846498,1.01649810972472,1.02340473648189,0.449302297825271,0.120834293154424,0.266666440353963,0.718662817905653,1.32289151891579,1.74440015185742,1.87806769767953,2016,6,15,"Strawberry Point North",2.76350032452762
"236","Unknown",36.248886,0.00323439771428571,"114",NA,3.3961176,1.21545044643168,1.22172794058254,0.446678210196364,0.32575425687314,0.470759777592535,0.919568771243479,1.519889945811,1.93885473920648,2.07478288712151,2016,6,15,"Strawberry Point North",3.37181254322761
"237","Unknown",34.998974,0.00523407047619048,"114",NA,5.495774,1.69786646174586,1.70306295673051,0.441096741445289,0.821884317741621,0.965535749987227,1.40490372466875,1.99764078128448,2.41353833430625,2.54877933758488,2016,6,15,"Strawberry Point North",5.46228096537468
"238","Unknown",37.78325,0.00179131933333333,"256",NA,1.8808853,0.623247341795893,0.631026168290679,0.455025582382419,-0.286644572063416,-0.138096420382688,0.322543011821527,0.933367521507399,1.3587131782557,1.4929722665851,2017,2,22,"Goat Island",1.86497442860102
"239","Unknown",38.706642,0.00125526857142857,"256",NA,1.318032,0.26685498040326,0.276351090059033,0.460809238090472,-0.655134279773675,-0.505673331235766,-0.0379644901973335,0.581564045758707,1.00911136999952,1.1462828584349,2017,2,22,"Goat Island",1.3058510586046
"240","Unknown",NA,0,"256",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,2,22,"Goat Island",0
"241","Unknown",38.98791,0.00112640561904762,"004",NA,1.1827259,0.158296787670183,0.167944947331164,0.462680379462718,-0.767584346196699,-0.617733160352958,-0.147666840326996,0.474501345930623,0.903031703837978,1.04026697764189,2016,5,31,"Strawberry Point North",1.17151383397897
"242","Unknown",37.06448,0.00236257866666667,"363",NA,2.4807076,0.900663799376403,0.908127624385223,0.45091482108046,0.000718086521818436,0.147326325534979,0.602348244557663,1.20779736222449,1.63031611017829,1.76515654232497,2017,3,21,"Hoypus",2.46123633617524
"243","Unknown",NA,0,"363",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,3,21,"Hoypus",0
"244","Unknown",36.53583,0.002896024,"363",NA,3.0408252,1.10470154483036,1.11137714004291,0.448116099733889,0.211934916036178,0.357245768028206,0.807577984884588,1.41019530165878,1.83051710500128,1.96553212565871,2017,3,21,"Hoypus",3.01832350011161
"245","Unknown",NA,0,"446",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,4,18,"Strawberry Point North",0
"246","Unknown",NA,0,"446",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,4,18,"Strawberry Point North",0
"247","Unknown",NA,0,"446",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,4,18,"Strawberry Point North",0
"248","Unknown",38.125404,0.00157017495238095,"491",NA,1.6486837,0.491189589487085,0.499270917574114,0.457103665083202,-0.422447474519893,-0.274397894848089,0.188536743116724,0.803211063298871,1.2291144126352,1.36412128248542,2017,5,17,"Strawberry Point North",1.63425916159258
"249","Unknown",NA,0,"491",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,17,"Strawberry Point North",0
"250","Unknown",NA,0,"491",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,17,"Strawberry Point North",0
"251","Unknown",34.864296,0.00551270057142857,"568",NA,5.7883356,1.74984678044868,1.75458039612007,0.440562661438408,0.874747375636637,1.01869799930493,1.45712317516674,2.04899547687686,2.46464660213011,2.6003067190727,2017,6,21,"Hoypus",5.75372102591041
"252","Unknown",38.15222,0.00155404257142857,"004",NA,1.6317447,0.480839686560588,0.489027002455921,0.457269790923843,-0.433114161989972,-0.285434424333457,0.178191884789027,0.792840330941219,1.21909328469431,1.35390825995574,2016,5,31,"Strawberry Point North",1.61743196803446
"253","Unknown",35.140095,0.0049572100952381,"568",NA,5.2050706,1.64339940286719,1.64907043580079,0.441670573235217,0.766418201340402,0.910224421985727,1.35010150719846,1.94374618358579,2.36019983143788,2.49539450103426,2017,6,21,"Hoypus",5.17272383045053
"254","Unknown",35.135242,0.0049664819047619,"568",NA,5.214806,1.64527246666874,1.65088425748822,0.441650599076789,0.768304494835599,0.912218673213454,1.35201172372982,1.94561229432691,2.36204270129327,2.49716203461416,2017,6,21,"Hoypus",5.18242175179014
"255","Unknown",NA,0,"589",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"256","Unknown",NA,0,"589",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"257","Unknown",NA,0,"589",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"258","Unknown",NA,0,"004",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,31,"Strawberry Point North",0
"259","Unknown",35.339325,0.00459109657142857,"115",NA,4.8206514,1.5665045952879,1.57249668251524,0.442505323433538,0.686762558585103,0.831179150187752,1.27284478013468,1.86774057642912,2.28407970939407,2.41962476982405,2016,6,15,"Strawberry Point North",4.7898763423099
"260","Unknown",34.943336,0.00534742628571429,"115",NA,5.6147976,1.71934050332642,1.72429647302969,0.440874495547776,0.843459438792247,0.987592637609513,1.42653608650425,2.0188569909934,2.43459014726564,2.5697652398451,2016,6,15,"Strawberry Point North",5.58084670051928
"261","Unknown",35.77882,0.00387624523809524,"115",NA,4.0700575,1.39687711219269,1.40282019617869,0.44444797471842,0.512194699670544,0.656943364576239,1.10217268406584,1.69984908665369,2.11716957402103,2.25227917782844,2016,6,15,"Strawberry Point North",4.04255578576741
"262","Unknown",35.487858,0.00433585114285714,"264",NA,4.5526437,1.50917680100905,1.51513441724225,0.443146337351926,0.627806130193736,0.772349006012411,1.2150658224904,1.81097761752703,2.22752521147392,2.3633166634443,2017,2,22,"Strawberry Point North",4.52300592745575
"263","Unknown",38.65619,0.00127989695238095,"264",NA,1.3438918,0.286327433507664,0.295698424629857,0.460478943694631,-0.635425013655875,-0.485794068590216,-0.0183252776377889,0.600805648214122,1.02845368288995,1.16504365557149,2017,2,22,"Strawberry Point North",1.33152837088674
"264","Unknown",37.430897,0.00205165066666667,"264",NA,2.1542332,0.759241499979827,0.766638544377816,0.452966908247382,-0.14569408675108,0.00235166457258522,0.459789865097746,1.06763490507529,1.49110071160253,1.62673405069928,2017,2,22,"Strawberry Point North",2.13665495288392
"265","Unknown",NA,0,"007",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,31,"Brown Point",0
"266","Unknown",37.760128,0.00180734028571429,"364",NA,1.8977073,0.632171508542108,0.639991283447286,0.454887945892346,-0.277214383132749,-0.129143062777788,0.331575817627882,0.942166560289004,1.36747823955796,1.50185636272998,2017,3,21,"Hoypus",1.88169225677084
"267","Unknown",37.97835,0.00166166066666667,"364",NA,1.7447437,0.547946548949841,0.555939290557654,0.45620105886911,-0.364327041320938,-0.215804131369537,0.246129221860531,0.859013899087633,1.28501954903239,1.41968069686686,2017,3,21,"Hoypus",1.72969751940805
"268","Unknown",37.930954,0.00169226942857143,"364",NA,1.7768829,0.566239508343647,0.574160270839251,0.455913181671564,-0.345659949824792,-0.196972783847297,0.264592361581883,0.877109206591604,1.30264018894996,1.4374784260758,2017,3,21,"Hoypus",1.76162998507833
"269","Unknown",37.912205,0.00170453304761905,"448",NA,1.7897597,0.573475872080554,0.581275276846433,0.455799712335818,-0.338192852804701,-0.189601368405748,0.271987028852098,0.884237946774885,1.30971014678706,1.44442888824936,2017,4,18,"Strawberry Point North",1.77442401572003
"270","Unknown",NA,0,"448",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,4,18,"Strawberry Point North",0
"271","Unknown",NA,0,"448",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,4,18,"Strawberry Point North",0
"272","Unknown",35.859592,0.00375752761904762,"492",NA,3.945404,1.36570235237843,1.37171175187942,0.444820046879607,0.479914922748019,0.625085595763658,1.07086574945727,1.66905553668298,2.08634104441672,2.22175407167012,2017,5,17,"Hoypus",3.91847423542858
"273","Unknown",36.48274,0.002955846,"492",NA,3.1036383,1.12519216037211,1.13180210363755,0.447845725889492,0.232797090500854,0.378311706162763,0.828331841036519,1.43035151101859,1.85060477322661,1.98537101939559,2017,5,17,"Hoypus",3.08080880140699
"274","Unknown",35.890533,0.00371302038095238,"492",NA,3.8986714,1.35376036451862,1.35980478342417,0.444963805553725,0.467248367734749,0.612715438153047,1.05883874899538,1.65717512627408,2.0746535014376,2.21001930164467,2017,5,17,"Hoypus",3.87195816366982
"275","Unknown",32.026997,0.016439899047619,"569",NA,17.261894,2.84493065662148,2.84646006781844,0.432464774277954,1.99018542807644,2.13027863267198,2.55500311650493,3.13751986116469,3.55153657932116,3.6867693004115,2017,6,21,"Hoypus",17.2003658960874
