date,time,sample_type,site_name,collector,field_label,field_notes,field_rep,photos_field,filterer,filter_start,filter_end,lab_label,filter_notes,preservative_ml,filter_box,EXTRACT
2/15/17,,water-deionized,,Jimmy O'Donnell,DIH2O1,,1,,Abi Wells,1233,,210,,1,170215,
2/15/17,800,water-marine,Wylie Boat Ramp,Ole Shelton,103,,1,JimmyPhone,Abi Wells,1233,,211,,1,170215,
2/15/17,801,water-marine,Wylie Boat Ramp,Ole Shelton,108,,2,JimmyPhone,Abi Wells,1245,,212,,1,170215,
2/15/17,802,water-marine,Wylie Boat Ramp,Ole Shelton,105,,3,JimmyPhone,Abi Wells,1245,,213,,1,170215,
2/15/17,803,water-marine,Wylie Boat Ramp,Ole Shelton,107,,4,JimmyPhone,Abi Wells,1245,,214,,1,170215,
2/15/17,804,water-marine,Wylie Boat Ramp,Ole Shelton,109,,5,JimmyPhone,Jimmy O'Donnell,1300,,215,,1,170215,
2/15/17,826,water-marine,Freshwater Pond,Ole Shelton,106,near east fyke,1,LabCamera,Jimmy O'Donnell,1300,,216,,1,170215,Y
2/15/17,826,water-marine,Freshwater Pond,Ole Shelton,101,near east fyke,2,LabCamera,Jimmy O'Donnell,1300,,217,,1,170215,Y
2/15/17,836,water-marine,Freshwater Pond,Ole Shelton,100,near west fyke,3,LabCamera,Abi Wells,1315,,218,,1,170215,Y
2/15/17,836,water-marine,Freshwater Pond,Ole Shelton,104,near west fyke,4,LabCamera,Abi Wells,1315,,219,,1,170215,Y
2/15/17,836,water-marine,Freshwater Pond,Ole Shelton,102,near west fyke,5,LabCamera,Jimmy O'Donnell,1315,,220,,1,170215,
2/17/17,939,water-marine,Browns Slough Diked Side,Ole Shelton,19,collected approx 3m upstream of net,1,,Jimmy O'Donnell,1145,1230,221,,1,170215,Y
2/17/17,940,water-marine,Browns Slough Diked Side,Ole Shelton,10,collected approx 3m upstream of net,2,,Jimmy O'Donnell,1145,1230,222,,1,170215,Y
2/17/17,941,water-marine,Browns Slough Diked Side,Ole Shelton,13,collected approx 3m upstream of net,3,,Jimmy O'Donnell,1145,1230,223,,1,170215,Y
2/17/17,942,water-marine,Browns Slough Diked Side,Ole Shelton,17,collected approx 3m upstream of net,4,,Jimmy O'Donnell,1145,1230,224,,1,170215,Y
2/17/17,943,water-marine,Browns Slough Diked Side,Ole Shelton,29,collected approx 3m upstream of net,5,,Jimmy O'Donnell,1145,1230,225,,1,170215,
2/17/17,,water-deionized,,,DIH2O1,,1,,Jimmy O'Donnell,1145,1155,226,,1,170215,
2/21/17,935,water-marine,Lone Tree Point,Ramon Gallego,113,set1,1,maybe,Jimmy O'Donnell,1600,,227,,1,170215,
2/21/17,936,water-marine,Lone Tree Point,Ramon Gallego,114,set1,2,maybe,Jimmy O'Donnell,1600,,228,,1,170215,
2/21/17,942,water-marine,Lone Tree Point,Ramon Gallego,115,set2,3,maybe,Jimmy O'Donnell,1600,,229,,1,170215,
2/21/17,943,water-marine,Lone Tree Point,Ramon Gallego,116,set2,4,maybe,Ramon Gallego,1600,,230,,1,170215,
2/21/17,944,water-marine,Lone Tree Point,Ramon Gallego,117,set2,5,maybe,Ramon Gallego,1600,,231,,1,170215,
2/21/17,1013,water-marine,Hoypus,Ramon Gallego,118,after set1,1,maybe,Ramon Gallego,1600,,232,tube cap fell on ground,1,170215,
2/21/17,1014,water-marine,Hoypus,Ramon Gallego,119,after set1,2,maybe,Jimmy O'Donnell,1610,,233,,1,170215,
2/21/17,1020,water-marine,Hoypus,Ramon Gallego,120,after set1,3,maybe,Jimmy O'Donnell,1610,,234,,1,170215,
2/21/17,1023,water-marine,Hoypus,Ramon Gallego,101,after set2,4,maybe,Jimmy O'Donnell,1610,,235,,1,170215,
2/21/17,1025,water-marine,Hoypus,Ramon Gallego,112,after set2,5,maybe,Ramon Gallego,1610,,236,,1,170215,
2/21/17,1058,water-marine,Random North 1041,Ramon Gallego,111,,1,maybe,Ramon Gallego,1610,,237,,1,170215,
2/21/17,1059,water-marine,Random North 1041,Ramon Gallego,125,,2,maybe,Ramon Gallego,1610,,238,,1,170215,
2/21/17,1101,water-marine,Random North 1041,Ramon Gallego,124,,3,maybe,Jimmy O'Donnell,1620,,239,,1,170215,
2/21/17,1102,water-marine,Random North 1041,Ramon Gallego,123,,4,maybe,Jimmy O'Donnell,1620,,240,,1,170215,
2/21/17,1119,water-marine,Turners Spit N,Ramon Gallego,122,after set1,1,maybe,Jimmy O'Donnell,1620,,241,,1,170215,
2/21/17,1120,water-marine,Turners Spit N,Ramon Gallego,121,after set1,2,maybe,Ramon Gallego,1620,,243,,1,170215,
2/21/17,1126,water-marine,Turners Spit N,Ramon Gallego,102,after set1,3,maybe,Ramon Gallego,1620,,242,,1,170215,
2/21/17,1130,water-marine,Turners Spit N,Ramon Gallego,103,after set2,4,maybe,Ramon Gallego,1620,,245,,1,170215,
2/21/17,1131,water-marine,Turners Spit N,Ramon Gallego,104,after set2,5,maybe,Jimmy O'Donnell,1630,,244,some gunk past membrane,1,170215,
2/21/17,1315,water-marine,Dugualla Bluff,Ramon Gallego,105,after set1,1,maybe,Jimmy O'Donnell,1630,,246,,1,170215,
2/21/17,1317,water-marine,Dugualla Bluff,Ramon Gallego,106,after set1,2,maybe,Jimmy O'Donnell,1630,,247,,1,170215,
2/21/17,1324,water-marine,Dugualla Bluff,Ramon Gallego,107,after set1,3,maybe,Ramon Gallego,1630,,248,,1,170215,
2/21/17,1329,water-marine,Dugualla Bluff,Ramon Gallego,108,after set2,4,maybe,Ramon Gallego,1630,,249,,1,170215,
2/21/17,1330,water-marine,Dugualla Bluff,Ramon Gallego,109,after set2,5,maybe,Ramon Gallego,1630,,250,,1,170215,
2/21/17,,water-deionized,,,DIH2O1,,1,,Jimmy O'Donnell,1640,,251,,1,170215,
2/22/17,904,water-marine,Goat Island,,143,after set1,1,yes,Jimmy O'Donnell,1455,,252,,1,,
2/22/17,905,water-marine,Goat Island,,142,after set1,2,yes,Jimmy O'Donnell,1455,,253,,1,,
2/22/17,914,water-marine,Goat Island,,141,after set1,3,yes,Jimmy O'Donnell,1455,,254,,1,,
2/22/17,918,water-marine,Goat Island,,140,after set2,4,yes,Jimmy O'Donnell,1455,,255,,1,,
2/22/17,919,water-marine,Goat Island,,126,after set2,5,yes,Jimmy O'Donnell,1455,,256,,1,,
2/22/17,952,water-marine,Random 364,,127,during set1,1,yes,Jimmy O'Donnell,1455,,257,,1,,
2/22/17,952,water-marine,Random 364,,128,during set1,2,yes,Jimmy O'Donnell,1505,,258,,1,,
2/22/17,953,water-marine,Random 364,,129,during set1,3,yes,Jimmy O'Donnell,1505,,259,,1,,
2/22/17,954,water-marine,Random 364,,130,during set1,4,yes,Jimmy O'Donnell,1505,,260,,1,,
2/22/17,1031,water-marine,Strawberry Point North,,144,after set1,1,yes,Jimmy O'Donnell,1505,,261,,1,,
2/22/17,1032,water-marine,Strawberry Point North,,145,after set1,2,yes,Jimmy O'Donnell,1505,,262,,1,,
2/22/17,1039,water-marine,Strawberry Point North,,147,after set2,3,yes,Jimmy O'Donnell,1505,,263,,1,,
2/22/17,1041,water-marine,Strawberry Point North,,146,after set2,4,yes,Jimmy O'Donnell,1515,,264,,1,,
2/22/17,1042,water-marine,Strawberry Point North,,148,after set2,5,yes,Jimmy O'Donnell,1515,,265,,1,,
2/22/17,1108,water-marine,Mariners Bluff,,149,after set1,1,yes,Jimmy O'Donnell,1515,,266,,1,,
2/22/17,1108,water-marine,Mariners Bluff,,150,after set1,2,yes,Jimmy O'Donnell,1525,,267,,1,,
2/22/17,1114,water-marine,Mariners Bluff,,139,after set2,3,yes,Jimmy O'Donnell,1525,,268,,1,,
2/22/17,1117,water-marine,Mariners Bluff,,138,after set2,4,yes,Jimmy O'Donnell,1525,,269,,1,,
2/22/17,1118,water-marine,Mariners Bluff,,137,after set2,5,yes,Jimmy O'Donnell,1534,,270,,1,,
2/22/17,1142,water-marine,Brown Point,,136,after set1,1,yes,Jimmy O'Donnell,1534,,271,,1,,
2/22/17,1143,water-marine,Brown Point,,135,after set1,2,yes,Jimmy O'Donnell,1534,,272,,1,,
2/22/17,1149,water-marine,Brown Point,,134,after set2,3,yes,Jimmy O'Donnell,1537,,273,,1,,
2/22/17,1152,water-marine,Brown Point,,133,after set2,4,yes,Jimmy O'Donnell,1537,,274,,1,,
2/22/17,1152,water-marine,Brown Point,,132,after set2,5,yes,Jimmy O'Donnell,1537,,275,finished filtering at 1545,1,,
2/22/17,,water-deionized,,,DIH2O2,,1,,Jimmy O'Donnell,1532,,276,,1,,
3/14/17,735,water-marine,Grain of Sand,Ryan Kelly,150,directly upstream of net,1,no,Jimmy O'Donnell,1440,1512,277,,1,,Y
3/14/17,735,water-marine,Grain of Sand,Ryan Kelly,102,directly upstream of net,2,no,Jimmy O'Donnell,1440,1514,278,,1,,Y
3/14/17,735,water-marine,Grain of Sand,Ryan Kelly,134,in small inlet approx 3m upstream of net,3,no,Jimmy O'Donnell,1443,1458,279,,1,,Y
3/14/17,735,water-marine,Grain of Sand,Ryan Kelly,105,in small inlet approx 3m upstream of net,4,no,Jimmy O'Donnell,1441,,280,,1,,Y
3/14/17,735,water-marine,Grain of Sand,Ryan Kelly,141,in small inlet approx 3m upstream of net,5,no,Jimmy O'Donnell,1441,,281,,1,,
3/14/17,756,water-marine,Cattail,Ryan Kelly,114,off back of boat near net site,1,no,Jimmy O'Donnell,1441,,283,,1,,Y
3/14/17,756,water-marine,Cattail,Ryan Kelly,123,off back of boat near net site,2,no,Jimmy O'Donnell,1511,,284,,1,,Y
3/14/17,756,water-marine,Cattail,Ryan Kelly,121,from shore behind net,3,no,Jimmy O'Donnell,1511,,285,,1,,Y
3/14/17,756,water-marine,Cattail,Ryan Kelly,133,from shore behind net,4,no,Jimmy O'Donnell,1511,,286,,1,,Y
3/14/17,756,water-marine,Cattail,Ryan Kelly,135,from shore behind net,5,no,Jimmy O'Donnell,1511,,287,,1,,
3/14/17,856,water-marine,Ika Upper,Jimmy O'Donnell,107,,1,no,Jimmy O'Donnell,1516,,288,piece of filter touched table,1,,Y
3/14/17,857,water-marine,Ika Upper,Jimmy O'Donnell,117,,2,no,Jimmy O'Donnell,1517,,289,,1,,Y
3/14/17,858,water-marine,Ika Upper,Jimmy O'Donnell,122,,3,no,Jimmy O'Donnell,1532,,290,,1,,Y
3/14/17,859,water-marine,Ika Upper,Jimmy O'Donnell,148,,4,no,Jimmy O'Donnell,1533,1550,291,,1,,Y
3/14/17,900,water-marine,Ika Upper,Jimmy O'Donnell,143,,5,no,Jimmy O'Donnell,1534,1550,292,,1,,
3/14/17,904,water-marine,Ika Lower,Jimmy O'Donnell,138,,1,yes,Jimmy O'Donnell,1534,1550,293,,1,,Y
3/14/17,905,water-marine,Ika Lower,Jimmy O'Donnell,149,,2,yes,Jimmy O'Donnell,1534,1550,294,,1,,Y
3/14/17,906,water-marine,Ika Lower,Jimmy O'Donnell,104,,3,yes,Jimmy O'Donnell,1534,1550,295,filter cracked along edge,1,,Y
3/14/17,907,water-marine,Ika Lower,Jimmy O'Donnell,144,,4,yes,Jimmy O'Donnell,,,296,,1,,Y
3/14/17,908,water-marine,Ika Lower,Jimmy O'Donnell,137,,5,yes,Jimmy O'Donnell,,,297,,1,,
3/14/17,,water-deionized,,,DIH2O-1,,1,,Jimmy O'Donnell,1500,,282,,1,,
3/15/17,800,water-marine,Wylie Boat Ramp,Correigh Greene,140,,1,no,Jimmy O'Donnell,1337,1435,298,,1,,
3/15/17,802,water-marine,Wylie Boat Ramp,Correigh Greene,115,,2,no,Jimmy O'Donnell,1337,1440,299,,1,,
3/15/17,803,water-marine,Wylie Boat Ramp,Correigh Greene,128,,3,no,Jimmy O'Donnell,1337,1435,300,,1,,
3/15/17,805,water-marine,Wylie Boat Ramp,Correigh Greene,145,,4,no,Jimmy O'Donnell,1339,1435,301,,1,,
3/15/17,806,water-marine,Wylie Boat Ramp,Correigh Greene,113,,5,no,Jimmy O'Donnell,1339,1435,302,,1,,
3/15/17,843,water-marine,Freshwater Pond,Correigh Greene,131,taken in channel just outside pond,1,no,Jimmy O'Donnell,1339,1445,303,,1,,Y
3/15/17,846,water-marine,Freshwater Pond,Correigh Greene,146,inside pond,2,no,Jimmy O'Donnell,1450,,304,,1,,Y
3/15/17,848,water-marine,Freshwater Pond,Correigh Greene,103,inside pond,3,no,Jimmy O'Donnell,1450,,305,,1,,Y
3/15/17,850,water-marine,Freshwater Pond,Correigh Greene,119,inside pond,4,no,Jimmy O'Donnell,1450,,306,,1,,Y
3/15/17,852,water-marine,Freshwater Pond,Correigh Greene,126,inside pond,5,no,Jason Dobry,1450,,307,,1,,
3/15/17,845,water-marine,Tom Moore,Jason Dobry,125,,1,no,Jason Dobry,1450,,308,,1,,Y
3/15/17,846,water-marine,Tom Moore,Jason Dobry,112,,2,no,Jason Dobry,1450,,309,,1,,Y
3/15/17,847,water-marine,Tom Moore,Jason Dobry,136,,3,no,Jason Dobry,1610,,310,,1,,Y
3/15/17,848,water-marine,Tom Moore,Jason Dobry,111,,4,no,Jason Dobry,1610,1700,311,,1,,Y
3/15/17,849,water-marine,Tom Moore,Jason Dobry,130,,5,no,Jason Dobry,1610,,316,,1,,
3/15/17,907,water-marine,Deepwater,Jason Dobry,127,,1,no,Jason Dobry,1610,,312,,1,,Y
3/15/17,908,water-marine,Deepwater,Jason Dobry,139,,2,no,Jason Dobry,1610,,313,,1,,Y
3/15/17,909,water-marine,Deepwater,Jason Dobry,124,,3,no,Jason Dobry,1610,,314,,1,,Y
3/15/17,910,water-marine,Deepwater,Jason Dobry,129,,4,no,Jason Dobry,1710,,318,,1,,Y
3/15/17,911,water-marine,Deepwater,Jason Dobry,109,,5,no,Jason Dobry,1710,,317,,1,,
3/15/17,,water-deionized,,,DIH2O-1,,1,no,Jimmy O'Donnell,1650,,315,,1,,
3/16/17,907,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,126,collected ~1ft upstream of net along cork line (from dingy),1,yes,Jimmy O'Donnell,1058,1210,319,,1,,Y
3/16/17,908,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,108,collected ~1ft upstream of net along cork line (from dingy),2,yes,Jimmy O'Donnell,1058,1213,320,,1,,Y
3/16/17,909,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,118,collected ~1ft upstream of net along cork line (from dingy),3,yes,Jimmy O'Donnell,1058,1206,321,piece of filter touched table,1,,Y
3/16/17,910,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,110,collected ~1ft upstream of net along cork line (from dingy),4,yes,Jimmy O'Donnell,1101,1203,322,,1,,Y
3/16/17,911,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,142,collected ~1ft upstream of net along cork line (from dingy),5,yes,Jimmy O'Donnell,1101,1200,323,,1,,
3/16/17,,water-deionized,,,DIH2O,,1,yes,Jimmy O'Donnell,1101,1106,324,,1,,
3/20/17,903,water-marine,Strawberry Point North,Jimmy O'Donnell,114,collected between set1 and set2,1,,Jimmy O'Donnell,1619,1640,325,,1,170320,
3/20/17,905,water-marine,Strawberry Point North,Jimmy O'Donnell,112,collected between set1 and set2,2,,Jimmy O'Donnell,1619,1640,326,,1,170320,
3/20/17,906,water-marine,Strawberry Point North,Jimmy O'Donnell,124,collected between set1 and set2,3,,Jimmy O'Donnell,1619,1640,327,,1,170320,
3/20/17,906,water-marine,Strawberry Point North,Jimmy O'Donnell,149,collected between set1 and set2,4,,Jimmy O'Donnell,1623,1635,328,,1,170320,
3/20/17,907,water-marine,Strawberry Point North,Jimmy O'Donnell,141,collected between set1 and set2,5,,Jimmy O'Donnell,1623,1640,329,,1,170320,
3/20/17,1034,water-marine,Brown Point,Jimmy O'Donnell,136,collected between set1 and set2,1,,Jimmy O'Donnell,1623,1640,330,piece of filter touched table,1,170320,
3/20/17,1035,water-marine,Brown Point,Jimmy O'Donnell,122,collected between set1 and set2,2,,Gary Longo,1640,,331,,1,170320,
3/20/17,1035,water-marine,Brown Point,Jimmy O'Donnell,150,collected between set1 and set2,3,,Gary Longo,1640,,332,,1,170320,
3/20/17,1036,water-marine,Brown Point,Jimmy O'Donnell,103,collected between set1 and set2,4,,Jimmy O'Donnell,1646,1640,333,,1,170320,
3/20/17,1036,water-marine,Brown Point,Jimmy O'Donnell,133,collected between set1 and set2,5,,Jimmy O'Donnell,1646,1711,334,,1,170320,
3/20/17,1254,water-marine,Mariners Bluff,Jimmy O'Donnell,105,collected between set1 and set2,1,maybe,,,,335,,1,170320,
3/20/17,1255,water-marine,Mariners Bluff,Jimmy O'Donnell,142,collected between set1 and set2,2,maybe,,,,336,,1,170320,
3/20/17,1255,water-marine,Mariners Bluff,Jimmy O'Donnell,110,collected between set1 and set2,3,maybe,Abi Wells,1700,1712,337,,1,170320,
3/20/17,1256,water-marine,Mariners Bluff,Jimmy O'Donnell,118,collected between set1 and set2,4,maybe,Abi Wells,1700,1712,338,,1,170320,
3/20/17,1256,water-marine,Mariners Bluff,Jimmy O'Donnell,148,collected between set1 and set2,5,maybe,Abi Wells,1704,,339,,1,170320,
3/20/17,1346,water-marine,Goat Island,Jimmy O'Donnell,137,collected between set1 and set2,1,yes,Jimmy O'Donnell,1712,1721,341,,1,170320,
3/20/17,1346,water-marine,Goat Island,Jimmy O'Donnell,131,collected between set1 and set2,2,yes,Jimmy O'Donnell,1712,1723,342,,1,170320,
3/20/17,1347,water-marine,Goat Island,Jimmy O'Donnell,109,collected between set1 and set2,3,yes,Jimmy O'Donnell,1715,1725,343,,1,170320,
3/20/17,1348,water-marine,Goat Island,Jimmy O'Donnell,126,collected between set1 and set2,4,yes,Abi Wells,1716,1726,344,,1,170320,
3/20/17,1348,water-marine,Goat Island,Jimmy O'Donnell,134,collected between set1 and set2,5,yes,Abi Wells,1716,1725,345,,1,170320,
3/20/17,900,water-deionized,,,DIH2O,collected between set1 and set2,1,,Abi Wells,1645,,340,,1,170320,
3/21/17,954,water-marine,Dugualla Bluff,Jimmy O'Donnell,111,,1,yes,Jimmy O'Donnell,1609,1618,346,,1,170320,
3/21/17,955,water-marine,Dugualla Bluff,Jimmy O'Donnell,108,,2,yes,Jimmy O'Donnell,1609,1618,347,,1,170320,
3/21/17,957,water-marine,Dugualla Bluff,Jimmy O'Donnell,130,,3,yes,Jimmy O'Donnell,1609,1618,348,,1,170320,
3/21/17,957,water-marine,Dugualla Bluff,Jimmy O'Donnell,127,,4,yes,Jimmy O'Donnell,1610,1618,349,,1,170320,
3/21/17,958,water-marine,Dugualla Bluff,Jimmy O'Donnell,125,,5,yes,Jimmy O'Donnell,1610,1618,350,,1,170320,
3/21/17,1038,water-marine,Lone Tree Point,Jimmy O'Donnell,116,,1,yes,Jimmy O'Donnell,1610,1618,351,,1,170320,
3/21/17,1039,water-marine,Lone Tree Point,Jimmy O'Donnell,147,,2,yes,Jimmy O'Donnell,1620,1627,352,,1,170320,
3/21/17,1040,water-marine,Lone Tree Point,Jimmy O'Donnell,101,,3,yes,Jimmy O'Donnell,1620,1627,353,,1,170320,
3/21/17,1040,water-marine,Lone Tree Point,Jimmy O'Donnell,132,,4,yes,Jimmy O'Donnell,1620,1627,354,,1,170320,
3/21/17,1041,water-marine,Lone Tree Point,Jimmy O'Donnell,106,,5,yes,Jimmy O'Donnell,1622,1628,355,,1,170320,
3/21/17,1119,water-marine,Turners Spit N,Jimmy O'Donnell,117,,1,no,Jimmy O'Donnell,1622,1628,356,,1,170320,
3/21/17,1120,water-marine,Turners Spit N,Jimmy O'Donnell,139,,2,no,Jimmy O'Donnell,1622,1628,357,,1,170320,
3/21/17,1120,water-marine,Turners Spit N,Jimmy O'Donnell,138,,3,no,Jimmy O'Donnell,1629,1635,358,filter landed in trash right side up with paper underneath,1,170320,
3/21/17,1121,water-marine,Turners Spit N,Jimmy O'Donnell,146,,4,no,Jimmy O'Donnell,1629,1635,359,,1,170320,
3/21/17,1121,water-marine,Turners Spit N,Jimmy O'Donnell,113,,5,no,Jimmy O'Donnell,1629,1635,360,,1,170320,
3/21/17,1205,water-marine,Hoypus,Jimmy O'Donnell,143,,1,no,Jimmy O'Donnell,1630,1635,361,,1,170320,
3/21/17,1206,water-marine,Hoypus,Jimmy O'Donnell,128,,2,no,Jimmy O'Donnell,1630,1635,362,,1,170320,
3/21/17,1206,water-marine,Hoypus,Jimmy O'Donnell,121,,3,no,Jimmy O'Donnell,1630,1635,363,,1,170320,
3/21/17,1207,water-marine,Hoypus,Jimmy O'Donnell,107,,4,no,Jimmy O'Donnell,1640,,364,,1,170320,
3/21/17,1207,water-marine,Hoypus,Jimmy O'Donnell,102,,5,no,Jimmy O'Donnell,1640,,365,,1,170320,
3/21/17,926,water-deionized,,,DIH2O-2,,1,no,Jimmy O'Donnell,1640,,366,,1,170320,
4/12/17,635,water-deionized,,,DIH2O-1,,1,no,Jimmy O'Donnell,1120,,369,,1,170320,
4/12/17,655,water-deionized,,,DIH2O-2,,1,no,Jimmy O'Donnell,1120,,370,,1,170320,
4/12/17,656,water-marine,Grain of Sand,Jimmy O'Donnell,116,,1,no,Jimmy O'Donnell,1110,,373,,1,170320,Y
4/12/17,657,water-marine,Grain of Sand,Jimmy O'Donnell,107,,2,no,Jimmy O'Donnell,1110,,374,,1,170320,Y
4/12/17,658,water-marine,Grain of Sand,Jimmy O'Donnell,101,,3,no,Jimmy O'Donnell,1110,,375,,1,170320,Y
4/12/17,659,water-marine,Grain of Sand,Jimmy O'Donnell,103,,4,no,Gary Longo,1112,,376,,1,170320,Y
4/12/17,700,water-marine,Grain of Sand,Jimmy O'Donnell,118,,5,no,Gary Longo,1112,,377,,1,170320,
4/12/17,702,water-marine,Grain of Sand,Jimmy O'Donnell,Bag1,,6,no,Jimmy O'Donnell,1128,,371,,1,170320,
4/12/17,703,water-marine,Grain of Sand,Jimmy O'Donnell,Bag2,,7,no,Jimmy O'Donnell,1128,,372,,1,170320,
4/12/17,721,water-marine,Cattail,Jimmy O'Donnell,124,,1,JimmyPhone,Gary Longo,1128,,378,,1,170320,Y
4/12/17,722,water-marine,Cattail,Jimmy O'Donnell,108,,2,JimmyPhone,Gary Longo,1128,,379,,1,170320,Y
4/12/17,723,water-marine,Cattail,Jimmy O'Donnell,134,,3,JimmyPhone,Gary Longo,1122,,380,,1,170320,Y
4/12/17,724,water-marine,Cattail,Jimmy O'Donnell,113,,4,JimmyPhone,Gary Longo,1122,,381,,1,170320,Y
4/12/17,725,water-marine,Cattail,Jimmy O'Donnell,142,,5,JimmyPhone,Gary Longo,1140,,382,,1,170320,
4/12/17,707,water-marine,Ika Lower,Gary Longo,128,,1,no,Gary Longo,1140,,383,,1,170320,Y
4/12/17,70730,water-marine,Ika Lower,Gary Longo,131,,2,no,Gary Longo,1140,,384,,1,170320,Y
4/12/17,708,water-marine,Ika Lower,Gary Longo,132,,3,no,Jimmy O'Donnell,1139,,385,,1,170320,Y
4/12/17,70830,water-marine,Ika Lower,Gary Longo,138,,4,no,Jimmy O'Donnell,1139,,386,,1,170320,Y
4/12/17,709,water-marine,Ika Lower,Gary Longo,121,,5,no,Jimmy O'Donnell,1139,,387,,1,170320,
4/12/17,72200,water-marine,Ika Upper,Gary Longo,139,,1,no,Gary Longo,1152,,388,,1,170320,
4/12/17,72230,water-marine,Ika Upper,Gary Longo,102,,2,no,Gary Longo,1152,,389,,1,170320,
4/12/17,72300,water-marine,Ika Upper,Gary Longo,106,,3,no,Gary Longo,1155,,390,,1,170320,
4/12/17,72330,water-marine,Ika Upper,Gary Longo,130,,4,no,Jimmy O'Donnell,1152,,391,,1,170320,
4/12/17,72400,water-marine,Ika Upper,Gary Longo,127,,5,no,Jimmy O'Donnell,1152,,392,,1,170320,
4/13/17,700,water-deionized,Wylie Boat Ramp,Jimmy O'Donnell,Nolabel,Opened for 60s as crew prepared,1,yes,Jimmy O'Donnell,1213,1220,413,,1,170413,Y
4/13/17,70700,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,144,"collected on port side, downstream near post",1,yes,Jimmy O'Donnell,1117,1128,393,,1,170413,Y
4/13/17,70730,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,145,"collected on port side, downstream near post",2,yes,Jimmy O'Donnell,1117,1128,394,,1,170413,Y
4/13/17,708,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,115,"collected on port side, downstream near post",3,yes,Jimmy O'Donnell,1117,1128,395,,1,170413,Y
4/13/17,709,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,129,"collected on port side, downstream near post",4,yes,Jimmy O'Donnell,1118,,396,,1,170413,
4/13/17,710,water-marine,Wylie Boat Ramp,Jimmy O'Donnell,119,"collected on port side, downstream near post",5,yes,Jimmy O'Donnell,1118,,397,,1,170413,
4/13/17,744,water-marine,Tom Moore,Jimmy O'Donnell,120,~3m upstream of tide gauge on south side of channel,1,yes,Jimmy O'Donnell,1118,1136,398,,1,170413,Y
4/13/17,745,water-marine,Tom Moore,Jimmy O'Donnell,104,~3m upstream of tide gauge on south side of channel,2,yes,Jimmy O'Donnell,1130,1212,399,,1,170413,Y
4/13/17,746,water-marine,Tom Moore,Jimmy O'Donnell,135,~3m upstream of tide gauge on south side of channel,3,yes,Jimmy O'Donnell,1130,1216,400,,1,170413,Y
4/13/17,747,water-marine,Tom Moore,Jimmy O'Donnell,123,~3m upstream of tide gauge on south side of channel,4,yes,Jimmy O'Donnell,1130,1215,401,,1,170413,Y
4/13/17,748,water-marine,Tom Moore,Jimmy O'Donnell,140,~3m upstream of tide gauge on south side of channel,5,yes,Jimmy O'Donnell,1133,1200,402,,1,170413,
4/13/17,806,water-marine,Deepwater,Jimmy O'Donnell,149,~4m upstream near tide gauge,1,yes,Jimmy O'Donnell,1133,1150,403,,1,170413,Y
4/13/17,807,water-marine,Deepwater,Jimmy O'Donnell,150,~4m upstream near tide gauge,2,yes,Jimmy O'Donnell,1137,1150,404,,1,170413,Y
4/13/17,80730,water-marine,Deepwater,Jimmy O'Donnell,147,~4m upstream near tide gauge,3,yes,Jimmy O'Donnell,1152,,405,,1,170413,Y
4/13/17,808,water-marine,Deepwater,Jimmy O'Donnell,148,~4m upstream near tide gauge,4,yes,Jimmy O'Donnell,1152,,406,,1,170413,Y
4/13/17,809,water-marine,Deepwater,Jimmy O'Donnell,143,~4m upstream near tide gauge,5,yes,Jimmy O'Donnell,1202,1215,407,,1,170413,
4/13/17,834,water-marine,Freshwater Pond,Jimmy O'Donnell,146,"smattering of points in between traps, closer to eastern trap (beaver slide)",1,yes,Jimmy O'Donnell,1204,1216,408,,1,170413,Y
4/13/17,835,water-marine,Freshwater Pond,Jimmy O'Donnell,141,"smattering of points in between traps, closer to eastern trap (beaver slide)",2,yes,Jimmy O'Donnell,1205,1215,409,,1,170413,Y
4/13/17,836,water-marine,Freshwater Pond,Jimmy O'Donnell,105,"smattering of points in between traps, closer to eastern trap (beaver slide)",3,yes,Jimmy O'Donnell,1221,1230,410,,1,170413,Y
4/13/17,837,water-marine,Freshwater Pond,Jimmy O'Donnell,112,"smattering of points in between traps, closer to eastern trap (beaver slide)",4,yes,Jimmy O'Donnell,1221,1233,411,,1,170413,Y
4/13/17,839,water-marine,Freshwater Pond,Jimmy O'Donnell,114,"smattering of points in between traps, closer to eastern trap (beaver slide)",5,yes,Jimmy O'Donnell,1221,1234,412,,1,170413,
4/14/17,831,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,126,"1st furthest upstream, west bank between two big stumps",1,yes,"Jimmy O'Donnell, Abi Wells",1038,1126,414,,1,170413,Y
4/14/17,833,water-marine,Browns Slough Diked Side,Jimmy O'Donnell,111,"2nd furthest upstream, west bank between two big stumps",2,yes,"Jimmy O'Donnell, Abi Wells",1038,1124,415,,1,170413,Y
