SDS 2.3	Clipped	1.0
Well Nb	Reporter	Rn	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	Delta Rn	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
1	jimmy161209		1.9508528	1.9335194	1.9431667	1.9482082	1.9409599	1.9473962	1.9438744	1.9417347	1.9374994	1.9448467	1.943264	1.9459511	1.9500855	1.9380387	1.9414259	1.9547487	1.946969	1.9452881	1.9362584	1.942492	1.9397522	1.9362751	1.9366592	1.9548521	1.9556065	1.9455986	1.9497818	1.9560575	1.970424	1.980729	2.0139072	2.066637	2.1928513	2.3615663	2.6378686	2.9621115	3.2792366	3.5938985	3.8657951	4.0546536		0.01018751	-0.007416642	0.0019599642	0.0067306804	-7.8836555E-4	0.0053770994	0.0015845358	-8.259154E-4	-0.0053319465	0.0017446349	-1.08870445E-4	0.0023074625	0.006171115	-0.006146462	-0.003030013	0.0100220535	0.0019715722	1.98384E-5	-0.009280552	-0.0033177428	-0.0063282936	-0.010076154	-0.009962825	0.007959299	0.008442891	-0.0018357307	0.0020766787	0.008081689	0.022177432	0.032211598	0.06511904	0.11757813	0.24352163	0.41196588	0.68799746	1.0119694	1.3288238	1.6432151	1.9148408	2.1034286	
2	jimmy161209		1.9319559	1.921193	1.9229674	1.9273863	1.9184122	1.9341239	1.9261411	1.9255586	1.9242496	1.9233131	1.9272653	1.9269141	1.929472	1.93759	1.9313927	1.9250177	1.9181519	1.9205252	1.9301682	1.9270009	1.9287724	1.9248401	1.9233465	1.9375709	1.9227232	1.934916	1.9344784	1.9466887	1.9509735	1.9676572	2.0181434	2.1079292	2.2429502	2.4424982	2.7394247	3.0736332	3.3845568	3.653073	3.8955925	4.0832496		0.010605311	-6.5844547E-4	6.1515864E-4	0.0045331824	-0.004941719	0.010269119	0.0017855628	7.021608E-4	-0.0011075834	-0.0025449176	9.0640166E-4	5.4384916E-5	0.0021114324	0.009728639	0.0030304801	-0.0038453012	-0.011211987	-0.009339475	-1.973424E-4	-0.0038654401	-0.002594697	-0.0070278803	-0.00902228	0.0047013042	-0.010647277	0.001044742	1.0629841E-4	0.011815722	0.015599755	0.031782627	0.081768006	0.17105299	0.30557314	0.5046203	0.801046	1.1347537	1.4451764	1.7131919	1.9552104	2.1423666	
3	jimmy161209		1.9516481	1.9254979	1.928431	1.9319695	1.9285045	1.9314266	1.9413013	1.9368557	1.9326159	1.9365692	1.9315515	1.9351139	1.9355268	1.932571	1.934328	1.9283689	1.9281845	1.9363493	1.9340416	1.9397335	1.9375509	1.9248537	1.9433326	1.9281584	1.9399933	1.9297837	1.938819	1.9489619	1.9497656	1.9767765	2.0188875	2.0980003	2.2465422	2.4569924	2.744352	3.0760462	3.3950207	3.6962316	3.9133961	4.0969996		0.022358308	-0.004161488	-0.0015979125	0.0015710077	-0.002263618	2.8899036E-4	0.009794123	0.0049788817	3.6951486E-4	0.003953283	-0.0014340432	0.0017588382	0.00180221	-0.0015231534	-1.3581605E-4	-0.006464419	-0.007018405	7.7678927E-4	-0.0019004332	0.0034218836	8.6971157E-4	-0.012197077	0.005912224	-0.009631496	0.001833795	-0.008745334	-7.9554746E-5	0.009693679	0.010127819	0.036769167	0.078510635	0.15725383	0.30542618	0.5155068	0.80249697	1.1338215	1.4524264	1.7532678	1.9700627	2.1532967	
4	jimmy161209		1.9421972	1.9206566	1.9304022	1.9331784	1.9363719	1.9306574	1.93499	1.9373258	1.9331847	1.9327394	1.9335884	1.9345497	1.9318203	1.9317309	1.9244298	1.930849	1.9314432	1.9330202	1.9336094	1.9375459	1.9297477	1.9337269	1.9366249	1.931064	1.9382035	1.9429618	1.9397894	1.947433	1.9611384	1.9886303	2.0288506	2.1143506	2.260937	2.4976566	2.7920697	3.1281273	3.4479067	3.6957104	3.9547322	4.1283617		0.013351309	-0.008540669	8.5359236E-4	0.0032785211	0.0061206827	5.4810436E-5	0.0040361355	0.006020586	0.0015281576	7.3145534E-4	0.0012291275	0.0018390949	-0.0012416573	-0.0016824006	-0.009334829	-0.0032669837	-0.0030240617	-0.0017983783	-0.0015605823	0.0020246105	-0.0061249207	-0.002497051	4.9590482E-5	-0.0058626207	9.254872E-4	0.005332509	0.0018087749	0.009101019	0.022455055	0.049595647	0.08946457	0.17461324	0.32084832	0.5572166	0.85127836	1.1869847	1.5064127	1.7538651	2.0125356	2.1858137	
5	jimmy161209		1.9264622	1.9067678	1.9098434	1.9220514	1.9212618	1.9108225	1.9112524	1.9125162	1.9152846	1.925496	1.9212526	1.9182104	1.9241194	1.9127012	1.9114023	1.920135	1.9235913	1.920051	1.92732	1.9240313	1.9168743	1.9253107	1.9238418	1.9205503	1.9175023	1.9225836	1.9250827	1.9169554	1.935998	1.9263464	1.9280972	1.9370133	1.9449803	1.9614135	1.9858483	2.0286033	2.1443264	2.3192952	2.6040375	2.973611		0.015452971	-0.0048605856	-0.0024042139	0.009184543	0.0077756722	-0.0032828327	-0.0034721922	-0.0028275636	-6.7839446E-4	0.008913726	0.0040511237	3.896745E-4	0.0056794123	-0.00635792	-0.008276053	-1.626044E-4	0.0026744022	-0.0014851034	0.005164693	0.0012567191	-0.0065194773	0.001297736	-7.903891E-4	-0.004701105	-0.008368395	-0.0039063278	-0.0020264525	-0.010773012	0.0076503707	-0.0026203995	-0.0014888009	0.0068079913	0.014155759	0.029969769	0.053785346	0.09592113	0.21102503	0.38537452	0.66949767	1.038452	
6	jimmy161209		1.9365219	1.9309449	1.9403664	1.9318212	1.9445621	1.9496727	1.944511	1.9394182	1.9339633	1.9376417	1.9398972	1.94622	1.9430327	1.9430045	1.936586	1.933485	1.9481163	1.9435714	1.9490827	1.9403843	1.9438633	1.9470142	1.945546	1.9431319	1.9453454	1.9445375	1.9439138	1.9470774	1.942958	1.9491974	1.9457935	1.9509358	1.9522444	1.9500699	1.9512938	1.946956	1.9473543	1.9514929	1.9534467	1.9564165		-4.443857E-4	-0.0063972333	0.0026483545	-0.0062726852	0.0060922853	0.010827027	0.0052895043	-1.7923454E-4	-0.0060100122	-0.0027074507	-8.2789065E-4	0.0051190904	0.001555912	0.0011517797	-0.005642567	-0.009119437	0.0051359544	2.1522031E-4	0.0053506247	-0.0037237187	-6.2059436E-4	0.0021544658	3.1040458E-4	-0.0024795823	-6.41984E-4	-0.0018257451	-0.0028253277	-3.7631286E-5	-0.004532907	0.0013306274	-0.0024491544	0.002317297	0.0032499777	6.996014E-4	0.0015476436	-0.0031660239	-0.0031436253	6.19084E-4	0.0021970447	0.004790907	
7	jimmy161209		1.9449081	1.9206429	1.9377769	1.9276778	1.9420625	1.9357711	1.9395809	1.9424558	1.9484574	1.928537	1.943551	1.9310102	1.9466357	1.9418548	1.9398822	1.9405265	1.9401475	1.9423248	1.9348732	1.9359714	1.9400116	1.94236	1.9427446	1.9451671	1.9372989	1.9417568	1.9412441	1.9403082	1.9356865	1.9445814	1.9493113	1.9545298	1.9525589	1.9426597	1.9388857	1.9475614	1.9469086	1.9563164	1.9543792	1.9594446		0.01201373	-0.012701011	0.0039836075	-0.006565016	0.0073702787	6.2943774E-4	0.003989796	0.0064151958	0.011967336	-0.008402465	0.006162017	-0.0068281326	0.008347893	0.003117553	6.9542625E-4	8.9030096E-4	6.18832E-5	0.0017896702	-0.0061113155	-0.005462611	-0.0018718212	2.7150341E-5	-3.7731945E-5	0.0019352685	-0.0063823536	-0.0023738544	-0.0033360252	-0.0047213887	-0.009792584	-0.0013471154	0.0029333	0.0077023543	0.005282016	-0.005066575	-0.009290073	-0.0010638303	-0.002166072	0.0067922357	0.004405633	0.009021623	
8	jimmy161209		1.919865	1.9247004	1.9271898	1.9265004	1.9357637	1.9381546	1.9425669	1.9348742	1.9375483	1.9388548	1.9395946	1.9332552	1.9297072	1.9359192	1.935536	1.9340206	1.9402361	1.9399433	1.9387636	1.936669	1.9351493	1.9363085	1.9359064	1.9388208	1.9375962	1.9441146	1.9360142	1.9384165	1.9408997	1.9410976	1.945145	1.9455408	1.9459347	1.9502273	1.9474325	1.950648	1.9433554	1.947616	1.9419678	1.9407285		-0.011041217	-0.00659992	-0.004504543	-0.005588	0.0032812064	0.005277998	0.009296221	0.0012094559	0.0034894885	0.004401952	0.0047476944	-0.0019858065	-0.0059279026	-1.0997706E-4	-8.87186E-4	-0.0027966448	0.003024738	0.0023378897	7.6412444E-4	-0.0017245723	-0.0036383225	-0.0028732016	-0.0036693648	-0.0011490064	-0.0027677137	0.00335658	-0.005137881	-0.0031296455	-0.001040467	-0.0012366498	0.0024166738	0.0024183784	0.0024181756	0.0063167126	0.0031278997	0.0059492616	-0.0017373178	0.002129152	-0.0039130542	-0.0055464245	
9	jimmy161209		1.927317	1.9206886	1.9200058	1.929145	1.9247335	1.9249334	1.9306387	1.9264059	1.9338967	1.9356183	1.9323474	1.931683	1.9204683	1.9308218	1.9314786	1.939957	1.9403447	1.9363655	1.9372629	1.9315823	1.9409078	1.9329472	1.938633	1.9343513	1.9373102	1.9332317	1.9315237	1.93365	1.9361415	1.9361453	1.9302591	1.9377435	1.9333344	1.937954	1.9418259	1.94107	1.9513243	1.9512821	1.9576454	1.9610313		0.003872615	-0.0033485447	-0.0046241414	0.0039222734	-0.0010819512	-0.0014748028	0.003637669	-0.001187861	0.0057101278	0.0068389825	0.0029753526	0.0017181142	-0.010089265	-3.2858487E-4	-2.6450728E-4	0.00762113	0.007416033	0.0028440615	0.0031487034	-0.0031246233	0.0056081153	-0.0029453272	0.0021477134	-0.0027266922	-3.6056415E-4	-0.005031837	-0.0073326337	-0.005799063	-0.0039003545	-0.0044893054	-0.010968268	-0.0040765977	-0.009078558	-0.0050517246	-0.0017725724	-0.003121244	0.0065403734	0.0059054075	0.011675915	0.014469051	
