SDS 2.3	Multicomponent	1.0
Well	Time	Temp	Cycle	Step	Repeat	FAM	ROX	BKGND - A1	mse/chan
1	2709	60.0	1	1	6	4645.602	2387.8801	798.5936	71.54761
1	2726	60.0	1	1	6	4631.206	2387.5576	800.5176	63.530857
1	2791	95.0	1	0	7	2242.3967	1827.323	1011.8601	67.33514
1	2871	60.0	1	1	7	4562.509	2355.415	819.3257	64.40521
1	2888	60.0	1	1	7	4613.4365	2370.6387	808.1879	68.33245
1	2905	60.0	1	1	7	4661.0684	2395.4465	789.9624	69.81025
1	2922	60.0	1	1	7	4646.0303	2383.8704	799.18066	70.32218
1	2940	60.0	1	1	7	4615.914	2373.4487	793.78235	70.98208
1	2957	60.0	1	1	7	4621.9043	2383.689	804.63116	74.54321
1	2974	60.0	1	1	7	4570.4062	2346.399	807.41187	72.532005
1	3039	95.0	1	0	8	2225.1445	1808.8635	1012.07104	76.12127
1	3119	60.0	1	1	8	4587.567	2379.9814	789.95593	73.611885
1	3136	60.0	1	1	8	4590.8677	2358.6536	800.3068	70.92059
1	3153	60.0	1	1	8	4627.717	2384.058	788.4751	71.02971
1	3171	60.0	1	1	8	4629.1533	2390.628	774.06213	68.27491
1	3188	60.0	1	1	8	4590.9736	2372.0332	786.796	74.24596
1	3205	60.0	1	1	8	4594.6147	2362.0247	789.264	75.61717
1	3222	60.0	1	1	8	4567.3706	2348.8145	806.623	74.21344
1	3285	95.0	1	0	9	2182.0352	1778.8086	1035.709	69.00455
1	3365	60.1	1	1	9	4591.1006	2388.0142	771.43994	69.329025
1	3382	60.0	1	1	9	4584.477	2357.6028	787.9802	67.05806
1	3399	60.0	1	1	9	4606.824	2357.6677	786.5956	72.83274
1	3417	60.0	1	1	9	4564.0996	2345.0132	794.40674	64.140915
1	3434	60.0	1	1	9	4587.9507	2357.7314	783.43176	66.46226
1	3451	60.0	1	1	9	4526.4355	2343.9646	804.8413	75.62934
1	3468	60.0	1	1	9	4540.282	2345.8188	782.98975	72.62664
1	3533	95.0	1	0	10	2188.164	1774.9185	1021.44403	72.28075
1	3613	60.0	1	1	10	4493.836	2315.995	797.7562	68.84652
