SDS 2.3	Multicomponent	1.0
Well	Time	Temp	Cycle	Step	Repeat	FAM	ROX	BKGND - A1	mse/chan
1	7314	60.1	1	1	25	10083.833	2621.7664	547.6896	84.96179
1	7332	60.0	1	1	25	10250.341	2655.1096	507.96228	91.76615
1	7349	60.0	1	1	25	10159.83	2608.7869	538.00775	90.74882
1	7366	60.0	1	1	25	10232.1875	2650.163	505.56915	89.69288
1	7383	60.0	1	1	25	10184.709	2637.4653	508.65814	94.52836
1	7401	60.0	1	1	25	10197.777	2615.8545	518.3916	95.48136
1	7418	60.0	1	1	25	10098.212	2586.2227	546.4165	99.206955
1	7480	95.0	1	0	26	6187.616	2028.8872	907.3695	114.94721
1	7561	60.1	1	1	26	10365.357	2626.1086	491.12	96.103905
1	7578	60.0	1	1	26	10383.013	2541.6218	547.704	92.45007
1	7595	60.0	1	1	26	10593.414	2640.5996	507.38324	97.27658
1	7612	60.0	1	1	26	10501.875	2589.9321	543.98346	97.9181
1	7630	60.0	1	1	26	10448.746	2587.1743	514.2112	93.99685
1	7647	60.0	1	1	26	10493.551	2593.4873	506.299	94.06069
1	7664	60.0	1	1	26	10413.091	2557.5886	531.7762	97.66187
1	7726	95.0	1	0	27	6506.1816	2029.5276	903.9087	117.742294
1	7807	60.1	1	1	27	10936.043	2643.23	480.51172	95.30568
1	7824	60.0	1	1	27	10866.134	2604.5283	512.09247	97.34996
1	7841	60.0	1	1	27	10919.1875	2603.7468	516.22577	102.9106
1	7858	60.0	1	1	27	10970.866	2637.1172	493.55353	105.264336
1	7876	60.0	1	1	27	10845.934	2569.4175	504.25885	92.57474
1	7893	60.0	1	1	27	11004.996	2625.0654	489.87128	103.806786
1	7910	60.0	1	1	27	11016.91	2639.7197	476.81805	98.26186
1	7975	95.0	1	0	28	6786.7876	2045.2843	883.0653	125.245674
1	8055	60.1	1	1	28	11175.195	2624.0815	498.64893	103.31617
1	8072	60.0	1	1	28	11297.582	2658.9023	473.2068	98.243065
1	8089	60.0	1	1	28	11241.4	2630.416	493.49152	100.28866
1	8106	60.0	1	1	28	11210.385	2636.6025	466.92212	106.471115
1	8124	60.0	1	1	28	11239.147	2625.6245	477.39868	101.105255
1	8141	60.0	1	1	28	11251.861	2638.2317	454.0963	96.76781
1	8158	60.0	1	1	28	11286.027	2639.5322	470.86285	102.15577
1	8223	95.0	1	0	29	6982.4795	2013.4691	912.3111	123.44862
1	8303	60.0	1	1	29	11283.27	2598.4604	491.71863	92.19449
1	8320	60.0	1	1	29	11396.11	2615.2566	497.2605	92.95607
1	8337	60.0	1	1	29	11438.037	2617.763	475.25684	100.573975
1	8354	60.0	1	1	29	11436.354	2597.2036	488.0841	99.48309
1	8372	60.0	1	1	29	11542.227	2632.1475	468.33502	99.72567
1	8389	60.0	1	1	29	11414.638	2611.8542	481.53125	96.740585
1	8406	60.0	1	1	29	11481.868	2636.6511	469.04828	101.025505
1	8469	95.0	1	0	30	7098.8335	2003.687	921.70496	128.15306
1	8549	60.1	1	1	30	11542.085	2629.035	470.54468	98.771454
1	8566	60.0	1	1	30	11662.766	2628.4753	480.22583	101.475914
1	8583	60.0	1	1	30	11652.936	2605.4219	482.77338	99.546715
1	8601	60.0	1	1	30	11601.073	2637.5588	460.6491	98.23023
1	8618	60.0	1	1	30	11582.646	2614.5708	483.5619	107.9154
1	8635	60.0	1	1	30	11591.474	2634.3179	467.83533	109.80344
1	8652	60.0	1	1	30	11529.0205	2606.2893	482.91034	98.859344
1	8717	95.0	1	0	31	7259.0146	2025.2649	882.11615	135.00925
1	8797	60.0	1	1	31	11747.0205	2653.8713	458.30408	97.831474
1	8814	60.0	1	1	31	11717.026	2594.0762	492.69934	100.6977
1	8831	60.0	1	1	31	11793.063	2626.5137	493.42395	94.15251
1	8849	60.0	1	1	31	11689.433	2614.023	463.2588	104.019356
1	8866	60.0	1	1	31	11804.328	2645.7925	446.01038	108.86002
1	8883	60.0	1	1	31	11739.687	2640.7124	453.14355	105.738556
1	8900	60.0	1	1	31	11760.476	2629.2808	464.66003	97.37598
1	8963	95.1	1	0	32	7360.7456	2029.933	887.3643	135.53679
1	9043	60.0	1	1	32	11777.984	2606.278	478.35242	108.92745
1	9060	60.0	1	1	32	11901.169	2631.0322	463.86804	106.59121
1	9077	60.0	1	1	32	11851.866	2604.2803	479.97827	91.16872
1	9095	60.0	1	1	32	11763.56	2593.2527	484.44714	102.27633
1	9112	60.0	1	1	32	11869.533	2622.7026	464.4358	99.5275
1	9129	60.0	1	1	32	11762.885	2588.9287	469.739	97.86066
1	9146	60.0	1	1	32	11782.142	2582.5093	490.53088	108.010544
1	9209	95.0	1	0	33	7380.989	2000.4144	904.3521	132.75702
1	9289	60.1	1	1	33	11869.584	2610.249	464.04724	101.919495
1	9306	60.0	1	1	33	11904.506	2629.0356	470.32874	108.919334
1	9324	60.0	1	1	33	11933.882	2628.2449	467.00745	97.395226
1	9341	60.0	1	1	33	11824.595	2604.427	476.88623	100.18519
